genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT1G69750,COX19-2,At1g66590 [Source:UniProtKB/TrEMBL;Acc:Q9C9L6],-0.80110944,0.006308908,,COX19-2,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT3G04160,,unknown protein; Ha. [Source:TAIR;Acc:AT3G04160],-0.800310889,0.012905303,Q9M8X2,,,p,em24,NA,NA,NA,NA,,
AT2G40960,,Expressed protein [Source:UniProtKB/TrEMBL;Acc:O22209],-0.799379433,0.023282431,,,,p,em24,-0.471722240302279,0.009392405716703,NA,NA,,
AT3G12502,NA,NA,-0.898307988,0.002602442,NA,NA,NA,r,em2,NA,NA,NA,NA,,
AT1G26210,ATSOFL1,At1g26210 [Source:UniProtKB/TrEMBL;Acc:Q67YG7],-0.795734012,0.035587042,,ATSOFL1,TAIR Gene Name,p,em24,-0.528661254963675,0.00170001988778184,NA,NA,,
AT5G38140,NF-YC12,Nuclear transcription factor Y subunit C-10 [Source:UniProtKB/Swiss-Prot;Acc:Q58CM8],-0.795637782,0.00299361,Q58CM8,NFYC10,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G23670,,AT4G23670 protein [Source:UniProtKB/TrEMBL;Acc:Q9SUR0],-0.893855981,0.004512331,,,,r+p,em2,-1.46092130124635,1.64985821930188e-07,NA,NA,,
AT3G53980,,At3g53980 [Source:UniProtKB/TrEMBL;Acc:Q9M329],-0.893055614,0.002557124,,,,r,em2,-0.532514714980731,0.00408771049206396,NA,NA,,
AT5G65280,GCL1,LanC-like protein GCL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJN7],-0.794775198,0.024875898,Q9FJN7,GCL1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G53420,,CCT motif family protein [Source:UniProtKB/TrEMBL;Acc:Q8L602],-0.793940821,0.001526401,,,,p,em24,2.09769741154448,1.767904984313e-09,1.05,0.00042,,
AT2G39280,,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IUX9],-0.793361775,0.003976811,,,,p,em24,NA,NA,NA,NA,,
AT1G06265,NA,NA,-0.793006895,0.010139068,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT3G50350,,"Membrane insertase, putative (DUF1685) [Source:UniProtKB/TrEMBL;Acc:Q9SND2]",-0.790559793,0.025821919,,,,p,nm2,0.820070989601533,0.000428823806287027,NA,NA,,
AT1G23390,,F-box/Kelch repeat-containing F-box family protein [Source:UniProtKB/TrEMBL;Acc:C4PVQ8],-0.789522615,0.02642581,Q9LDE3,,,r,nm6,-1.24351634276115,4.89881217273238e-05,NA,NA,,
AT3G12610,DRT100,DRT100 [Source:UniProtKB/TrEMBL;Acc:A0A178VMS3],-0.786372929,0.022387652,Q00874,DRT100,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT2G26030,,F-box/RNI-like/FBD-like domains-containing protein [Source:TAIR;Acc:AT2G26030],-0.785545009,0.008878778,Q8H1M0,,,p,em24,NA,NA,NA,NA,,
AT4G15540,,WAT1-related protein At4g15540 [Source:UniProtKB/Swiss-Prot;Acc:F4JK59],-0.878675337,0.033531097,F4JK59,,,r+p,em2,NA,NA,NA,NA,,
AT5G20410,MGD2,"Monogalactosyldiacylglycerol synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82730]",-0.86624053,0.002599193,O82730,MGD2,UniProtKB Gene Name,r,em2,0.534993832052051,0.00580383112290433,NA,NA,,
AT3G17390,MTO3,S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A178VIP8],-0.779831536,0.012396678,Q9LUT2,METK4,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT2G24980,,Proline-rich extensin-like family protein [Source:TAIR;Acc:AT2G24980],-0.860210352,0.001380162,,,,p,em2,0.597970947636148,0.000540476225587955,NA,NA,,
AT1G54355,NA,NA,-0.779050958,0.049898055,NA,NA,NA,p,en24,NA,NA,NA,NA,,
AT1G02960,,Kinetochore protein [Source:UniProtKB/TrEMBL;Acc:Q8GWB5],-0.776335853,0.017316314,,,,p,em24,NA,NA,NA,NA,,
AT2G16600,ROC3,Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A178VVJ7],-0.774283777,0.042859879,Q38900,CYP19-1,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT2G45430,AHL22,AT-hook motif nuclear-localized protein [Source:UniProtKB/TrEMBL;Acc:A0A178VXD2],-0.773079979,0.041074534,O22130,AHL22,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT1G60270,BGLU6,Putative beta-glucosidase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q682B4],-0.772998682,0.014614991,Q682B4,BGLU6,UniProtKB Gene Name,p,em24,-0.560582350512805,0.00116319367548456,NA,NA,,
AT4G36280,,Protein MICRORCHIDIA 2 [Source:UniProtKB/Swiss-Prot;Acc:Q5FV35],-0.772909587,0.037375743,Q5FV35,MORC2,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G08370,AtAGAL2,Alpha-galactosidase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX86],-0.771111788,4.09964E-06,Q8RX86,AGAL2,UniProtKB Gene Name,p,em24,-0.346368105302923,0.0223699050305835,NA,NA,,
AT1G65310,ATXTH17,xyloglucan endotransglucosylase/hydrolase 17 [Source:TAIR;Acc:AT1G65310],-0.769020004,0.007630362,O80803,ATXTH17,TAIR Gene Name,p,nm2,0.719175233203278,0.00509923481666579,NA,NA,,
AT1G51110,,"Probable plastid-lipid-associated protein 12, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LAP6]",-0.767448409,0.004930655,Q8LAP6,PAP12,UniProtKB Gene Name,p,em24,-1.27397266153557,1.02974160214406e-07,NA,NA,,
AT3G17790,ATACP5,Purple acid phosphatase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCX8],-0.766086387,0.006247708,Q9SCX8,PAP17,UniProtKB Gene Name,p,nm2,0.624458941862931,0.000331014108632275,NA,NA,,
AT3G27150,,F-box/kelch-repeat protein At3g27150 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI89],-0.763713082,0.02294322,Q9LI89,,,p,nm2,0.759940330714639,2.77228902323744e-05,1.567,0.00014,,
AT5G42110,,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q8GW66],-0.762947488,0.042275993,,,,p,en6,NA,NA,NA,NA,,
AT1G78130,UNE2,At1g78130 [Source:UniProtKB/TrEMBL;Acc:Q9C9R9],-0.76206746,0.006154903,,UNE2,TAIR Gene Name,p,em24,0.824002261664677,3.15472726721917e-05,NA,NA,,
AT1G76500,SOB3,AT-hook motif nuclear-localized protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9K7],-0.760590664,0.019671226,Q9C9K7,AHL29,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT1G35720,ANNAT1,Annexin [Source:UniProtKB/TrEMBL;Acc:A0A178WGZ8],-0.759881126,0.012679042,Q9SYT0,ANN1,UniProtKB Gene Name,p,nm2,-0.428972729166749,0.00080017708329356,NA,NA,,
AT5G67170,,OTU-containing deubiquitinating enzyme OTU7 isoform i [Source:UniProtKB/TrEMBL;Acc:F4K3M6],-0.759694299,0.012587895,,,,p,em24,NA,NA,NA,NA,,
AT3G03790,,Ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:F4J2C4],-0.842319535,0.011909799,,,,p,em2,0.501729400053867,0.00228478235092338,NA,NA,,
AT5G23830,,MD-2-related lipid recognition domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9FF97],-0.759254691,0.040665554,,,,p,nm2,NA,NA,NA,NA,,
AT3G17790,ATACP5,Purple acid phosphatase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCX8],-0.836334691,0.033024615,Q9SCX8,PAP17,UniProtKB Gene Name,p,em2,0.624458941862931,0.000331014108632275,NA,NA,,
AT2G31150,,ATP binding / ATPase [Source:UniProtKB/TrEMBL;Acc:F4IPY0],-0.758878163,0.006149543,,,,p,em24,NA,NA,NA,NA,,
AT1G24575,,At1g24575 [Source:UniProtKB/TrEMBL;Acc:Q8LAL6],-0.75838033,0.043808165,,,,p,nm2,1.72211249494551,5.17894563841464e-08,NA,NA,,
AT2G19330,PIRL6,Plant intracellular Ras-group-related LRR protein 6 [Source:UniProtKB/Swiss-Prot;Acc:O64566],-0.75539601,0.033487788,O64566,PIRL6,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G65370,,At1g65370/T8F5_15 [Source:UniProtKB/TrEMBL;Acc:Q940M1],-0.755288334,0.021828914,,,,p,em24,-0.447415185957582,0.0030229693081548,NA,NA,,
AT3G53620,AtPPa4,PPa4 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC0],-0.832428203,0.00020225,Q9LFF9,PPA4,UniProtKB Gene Name,p,em2,-0.552313173951032,9.55043030666356e-05,NA,NA,,
AT1G16090,WAKL7,Wall associated kinase-like 7 [Source:UniProtKB/TrEMBL;Acc:F4I2T5],-0.750700767,0.024256707,,WAKL7,TAIR Gene Name,p,em24,0.305829178950633,0.0252757375038205,NA,NA,,
AT5G02670,,BEST Arabidopsis thaliana protein match is: poly(A) polymerase 3 (TAIR:AT3G06560.1); Ha. [Source:TAIR;Acc:AT5G02670],-0.750146809,0.04301715,,,,p,em24,NA,NA,NA,NA,,
AT2G38940,ATPT2,PHT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRB1],-0.749434128,0.039504417,Q96303,PHT1-4,UniProtKB Gene Name,p,nm2,0.987710710116906,6.12089551129588e-06,NA,NA,,
AT5G62180,AtCXE20,Probable carboxylesterase 120 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVB8],-0.748830246,0.005086029,Q9LVB8,CXE20,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G02485,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q1ECQ5],-0.748797618,0.013456113,,,,p,em24,NA,NA,NA,NA,,
AT4G29990,,Leucine-rich repeat transmembrane protein kinase protein [Source:UniProtKB/TrEMBL;Acc:Q9SZV2],-0.74867203,0.015296881,,,,p,em24,NA,NA,NA,NA,,
AT5G35320,,DBH-like monooxygenase [Source:UniProtKB/TrEMBL;Acc:O65233],-0.748151207,0.041074501,,,,p,en6,0.401393706051775,0.0016802400820036,NA,NA,,
AT4G32980,ATH1,Homeobox protein ATH1 [Source:UniProtKB/Swiss-Prot;Acc:P48731],-0.746616476,0.013544253,P48731,ATH1,UniProtKB Gene Name,p,em24,-0.784281166085207,9.45289040754297e-06,NA,NA,,
AT3G19390,,Probable cysteine protease RD21C [Source:UniProtKB/Swiss-Prot;Acc:Q9LT78],-0.746051287,0.031242177,Q9LT78,RD21C,UniProtKB Gene Name,p,nm2,0.949984649128767,5.07545776347512e-05,NA,NA,,
AT1G79110,,Probable BOI-related E3 ubiquitin-protein ligase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4IDI6],-0.745751293,0.004081861,,BRG2,UniProtKB Gene Name,p,em24,1.03207329225137,8.16289742348147e-07,NA,NA,,
AT3G54590,ATHRGP1,Extensin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G9],-0.825471715,0.00021428,,EXT2,UniProtKB Gene Name,p,em2,0.259953116821719,0.0361488646836113,NA,NA,,
AT1G17745,PGDH,D-3-phosphoglycerate dehydrogenase [Source:TAIR;Acc:AT1G17745],-0.743548863,0.016995259,,PGDH,TAIR Gene Name,p,nm2,1.92785482766136,1.6961602672367e-08,0.738,0.0026,,
AT1G05200,ATGLR3.4,Glutamate receptor [Source:UniProtKB/TrEMBL;Acc:Q53YX3],-0.742697113,0.001960447,Q8GXJ4,GLR3.4,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G03115,,Mitochondrial substrate carrier family protein [Source:TAIR;Acc:AT4G03115],-0.742454127,0.00782195,,,,p,em24,NA,NA,NA,NA,,
AT1G53780,,26S proteasome regulatory complex ATPase [Source:UniProtKB/TrEMBL;Acc:F4HTC3],-0.74136592,0.002471955,Q9SSB4,,,p,em24,0.759392464881233,4.1432085446577e-06,NA,NA,,
AT2G01020,NA,NA,-0.738847651,0.030506895,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT4G13040,,Integrase-type DNA-binding superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JS76],-0.736734748,0.033487788,,,,p,em24,NA,NA,NA,NA,,
AT3G08040,FRD3,Protein DETOXIFICATION 43 [Source:UniProtKB/Swiss-Prot;Acc:Q9SFB0],-0.736228745,0.035587042,Q9SFB0,DTX43,UniProtKB Gene Name,p,em24,NA,NA,1.508,0.00012,,
AT4G15160,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JJE3],-0.733250678,0.009072987,,,,p,nm2,NA,NA,NA,NA,,
AT5G23810,AAP7,Probable amino acid permease 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9FF99],-0.732919736,0.028787213,,AAP7,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G14020,,At4g14020 [Source:UniProtKB/TrEMBL;Acc:O23263],-0.73262515,0.011159903,,,,p,nm2,1.49485775056035,6.17967260656976e-08,NA,NA,,
AT3G58990,IPMI1,3-isopropylmalate dehydratase small subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYT7],-0.730920276,0.019029489,Q9LYT7,IPMI1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G18500,,DNAse I-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J8R6],-0.729169006,0.012071269,Q9LS39,,,p,em24,-0.54174103449693,0.000788460642431831,NA,NA,,
AT2G30060,,Ran-binding protein 1 homolog b [Source:UniProtKB/Swiss-Prot;Acc:Q8RWG8],-0.728974671,0.04048425,Q8RWG8,RANBP1B,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT2G30540,,Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341],-0.821692288,0.033049924,O04341,GRXS9,UniProtKB Gene Name,r,em2,-0.433797370153702,0.024960292268659,NA,NA,,
AT1G73170,,P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:TAIR;Acc:AT1G73170],-0.726604106,0.004584686,,,,p,en24,NA,NA,NA,NA,,
ATMG00660,ORF149,Uncharacterized mitochondrial protein AtMg00660 [Source:UniProtKB/Swiss-Prot;Acc:P93318],-0.725905371,0.0116769,P93318,ORF149,TAIR Gene Name,p,nm2,0.215473033856672,0.0148147499270464,NA,NA,,
AT2G46140,,Desiccation-related protein At2g46140 [Source:UniProtKB/Swiss-Prot;Acc:O82355],-0.725899046,0.009700766,O82355,,,p,nm2,0.517732745903128,0.00600136328217153,NA,NA,,
AT1G08310,,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:A8MRK8],-0.807874615,0.016680359,,,,r,em2,NA,NA,NA,NA,,
AT4G19060,,Probable disease resistance protein At4g19060 [Source:UniProtKB/Swiss-Prot;Acc:Q84WD3],-0.725155632,0.006768095,Q84WD3,,,p,em24,NA,NA,NA,NA,,
AT3G03790,,Ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:F4J2C4],-0.723252259,0.031242177,,,,p,nm2,0.501729400053867,0.00228478235092338,NA,NA,,
AT1G65040,,ERAD-associated E3 ubiquitin-protein ligase HRD1B [Source:UniProtKB/Swiss-Prot;Acc:Q6NPT7],-0.723126185,0.007180008,Q6NPT7,HRD1B,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT1G34340,,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9XID7],-0.723000443,0.011410979,,,,p,em24,NA,NA,NA,NA,,
AT3G53830,,Regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSN7],-0.722307054,0.001164932,,,,p,em24,NA,NA,NA,NA,,
AT5G59890,ADF4,Actin-depolymerizing factor 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSK3],-0.721246428,0.022659199,,ADF4,UniProtKB Gene Name,p,en6,0.972731349566431,1.07145708398981e-06,NA,NA,,
AT5G38360,,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT5G38360],-0.720094161,0.004107859,,,,p,em24,-0.444392352455704,0.0030628843478629,NA,NA,,
AT1G49180,,Serine/threonine-protein kinase ATG1t [Source:UniProtKB/Swiss-Prot;Acc:F4I1N8],-0.720091732,0.003376237,,,,p,em24,-0.515249488684953,0.00148380626788314,NA,NA,,
ATMG01390,NA,NA,-0.719408377,0.035677434,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT5G04220,SYTC,Synaptotagmin-3 [Source:UniProtKB/Swiss-Prot;Acc:Q7XA06],-0.719287969,0.049541857,,SYT3,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G02430,SR34b,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:TAIR;Acc:AT4G02430],-0.716347689,0.021645536,F4JHI7,SR34b,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT4G35420,DRL1,Tetraketide alpha-pyrone reductase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q500U8],-0.716104408,0.011410915,Q500U8,TKPR1,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT2G47015,NA,NA,-0.715955834,0.009404927,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT2G21430,,Probable cysteine protease RD19B [Source:UniProtKB/Swiss-Prot;Acc:P43295],-0.715481905,0.043030202,P43295,RD19B,UniProtKB Gene Name,p,em24,0.505811193115328,0.00172528324474164,NA,NA,,
AT2G25625,,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8S8K8],-0.712123046,0.026779793,,,,p,nm2,3.70356332435822,2.60620119300423e-09,1.461,0.00015,,
AT2G45685,NA,NA,-0.798970559,0.005083521,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT5G57980,RPB5C,DNA-directed RNA polymerase subunit 5-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FJL8],-0.709942094,0.049916535,Q9FJL8,NRPB5L1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G31248,NA,NA,-0.709703654,0.04659891,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT5G58200,,Calcineurin-like metallo-phosphoesterase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4KDK1],-0.709292944,0.037107294,,,,p,em24,0.327769249383674,0.00838179760973223,NA,NA,,
AT3G55630,ATDFD,Folylpolyglutamate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q8W035],-0.708431799,0.020050802,,FPGS3,UniProtKB Gene Name,p,em24,-1.41387487210191,2.03080558112906e-07,NA,NA,,
AT5G53010,,Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:F4KHQ2],-0.708200187,0.023601008,,,,p,em24,NA,NA,NA,NA,,
AT1G66730,AtLIG6,DNA ligase 6 [Source:UniProtKB/Swiss-Prot;Acc:F4HPZ9],-0.705085062,0.043627335,F4HPZ9,LIG6,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT1G01750,ADF11,actin depolymerizing factor 11 [Source:TAIR;Acc:AT1G01750],-0.704292498,0.015689012,,ADF11,TAIR Gene Name,p,nm2,1.19390637949722,0.0124870202636391,NA,NA,,
AT4G31250,,Probable LRR receptor-like serine/threonine-protein kinase At4g31250 [Source:UniProtKB/Swiss-Prot;Acc:C0LGR9],-0.702878917,0.04659891,C0LGR9,,,p,nm2,NA,NA,NA,NA,,
AT4G21326,ATSBT3.12,subtilase 3.12 [Source:TAIR;Acc:AT4G21326],-0.702590265,0.011410915,F4JJH5,ATSBT3.12,TAIR Gene Name,p,em24,NA,NA,NA,NA,,
AT4G12545,,Putative lipid-binding protein AIR1B [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSP6],-0.702455291,0.024556634,Q9ZSP6,AIR1B,UniProtKB Gene Name,p,nm2,-2.64022151678256,5.27909916691264e-08,NA,NA,,
AT3G25780,AOC3,"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]",-0.701508494,0.015919323,Q9LS01,AOC3,UniProtKB Gene Name,p,nm2,0.491203025936344,0.00471526646152696,NA,NA,,
AT5G66280,GMD1,GMD1 [Source:UniProtKB/TrEMBL;Acc:A0A178U7H7],-0.700341608,0.012679042,Q9SNY3,GMD1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT2G46450,CNGC12,Probable cyclic nucleotide-gated ion channel 12 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWD2],-0.698902813,0.014167446,Q8GWD2,CNGC12,UniProtKB Gene Name,p,em24,0.571928324371898,0.000227028742229724,NA,NA,,
AT3G15357,,At3g15357 [Source:UniProtKB/TrEMBL;Acc:Q8LDR8],-0.698337903,0.022991779,,,,p,nm2,NA,NA,0.703,0.0044,,
AT2G25810,TIP4;1,Aquaporin TIP4-1 [Source:UniProtKB/Swiss-Prot;Acc:O82316],-0.697423416,0.027001844,O82316,TIP4-1,UniProtKB Gene Name,p,nm2,0.433058051748172,0.011316617821037,NA,NA,,
AT2G01520,MLP328,MLP-like protein 328 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVF3],-0.795161625,0.017357637,Q9ZVF3,MLP328,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT3G26080,,Plastid-lipid associated protein PAP / fibrillin family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LP70],-0.69639798,0.004037555,Q6DBN2,,,p,em24,-0.406792336154814,0.000482938545188724,NA,NA,,
AT3G58990,IPMI1,3-isopropylmalate dehydratase small subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYT7],-0.794834647,0.001946738,Q9LYT7,IPMI1,UniProtKB Gene Name,p,em2,NA,NA,NA,NA,,
AT2G44670,,FCS-Like Zinc finger 3 [Source:UniProtKB/Swiss-Prot;Acc:O80506],-0.692983603,0.025445532,O80506,FLZ3,UniProtKB Gene Name,p,en6,0.377261891273754,0.00148883025656553,NA,NA,,
AT4G33000,CBL10,Calcineurin B-like 10 [Source:UniProtKB/TrEMBL;Acc:M5BEI3],-0.69114844,0.000312123,,CBL10,UniProtKB Gene Name,p,em24,-0.650040852296831,0.000176520831800415,NA,NA,,
AT3G09160,,RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:F4IZU8],-0.690509541,0.023204457,,,,p,em24,-0.567702367744127,0.000316228413444729,NA,NA,,
AT2G01290,RPI2,Probable ribose-5-phosphate isomerase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU38],-0.689580268,0.036993496,Q9ZU38,RPI2,UniProtKB Gene Name,p,en6,-0.949222194478281,4.09337677603348e-06,NA,NA,,
AT5G10300,ATMES5,Alpha-hydroxynitrile lyase [Source:UniProtKB/Swiss-Prot;Acc:Q9LFT6],-0.688488006,0.036209458,Q9LFT6,HNL,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G50330,,At5g50330 [Source:UniProtKB/TrEMBL;Acc:Q0WSU9],-0.68783089,0.020941263,,,,p,em24,0.316598860541384,0.0410301901578417,NA,NA,,
AT2G47020,,Peptide chain release factor 1 [Source:TAIR;Acc:AT2G47020],-0.687647775,0.012965457,,,,p,em24,NA,NA,NA,NA,,
AT5G27860,,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: pollen tube; Ha. [Source:TAIR;Acc:AT5G27860],-0.687193416,0.017368985,,,,p,em24,0.258668045265474,0.0425937329941344,NA,NA,,
AT5G49100,,Vitellogenin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FH24],-0.685182122,0.012399606,,,,p,en6,NA,NA,NA,NA,,
AT1G19570,DHAR1,"Glutathione S-transferase DHAR1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FWR4]",-0.684931982,0.003765113,Q9FWR4,DHAR1,UniProtKB Gene Name,p,nm2,-0.598526712066152,1.43286543275667e-05,NA,NA,,
AT5G58980,,Neutral ceramidase 3 [Source:UniProtKB/Swiss-Prot;Acc:F4KHQ8],-0.683246489,0.042001145,F4KHQ8,NCER3,UniProtKB Gene Name,p,em24,0.987102480950041,5.41305495484924e-06,NA,NA,,
AT2G46630,,Putative extensin [Source:UniProtKB/TrEMBL;Acc:Q9ZNU3],-0.682738859,0.014748126,,,,p,nm2,0.397857365231899,0.00647629320977013,NA,NA,,
AT4G27820,BGLU9,Beta-glucosidase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9STP4],-0.6825795,0.001112908,,BGLU9,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT4G23260,CRK18,Cysteine-rich receptor-like protein kinase 18 [Source:UniProtKB/Swiss-Prot;Acc:Q8RX80],-0.682424259,0.035472744,Q8RX80,CRK18,UniProtKB Gene Name,p,em24,0.60330166680236,0.000187623765714123,NA,NA,,
AT5G20790,,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation an /.../nsion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43110.1); Ha. [Source:TAIR;Acc:AT5G20790]",-0.78387343,0.000485217,,,,r,em2,0.588140020378646,0.000231205121521764,NA,NA,,
AT3G54580,,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:F4JCZ1],-0.78369695,0.010091194,,,,p,em2,NA,NA,NA,NA,,
AT5G04360,ATPU1,"Pullulanase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GTR4]",-0.680330872,0.03987143,Q8GTR4,PU1,UniProtKB Gene Name,p,em24,-0.766747618990356,5.91850518382446e-05,NA,NA,,
ATMG00090,,Rps3 [Source:UniProtKB/TrEMBL;Acc:G1C2T6],-0.68019779,0.031242177,Q95749,,,p,nm2,NA,NA,NA,NA,,
AT3G03250,UGP,UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LT02],-0.7794926,0.041687878,,UGP,TAIR Gene Name,r+p,em2,0.699307201155475,6.40473358371532e-06,NA,NA,,
AT3G57470,,Insulin-degrading enzyme-like 2 [Source:UniProtKB/Swiss-Prot;Acc:F4J3D9],-0.679549864,0.003937511,,,,p,em24,-0.50021386497296,0.00198223598852886,NA,NA,,
AT1G14660,NHX8,Sodium/hydrogen exchanger 8 [Source:UniProtKB/Swiss-Prot;Acc:Q3YL57],-0.679281979,0.003337195,Q3YL57,NHX8,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
AT5G11740,AGP15,ATAGP15 [Source:UniProtKB/TrEMBL;Acc:C0SVP3],-0.759312692,0.025079245,Q9LYF6,AGP15,UniProtKB Gene Name,p,em2,0.321338278270616,0.00165949196072066,NA,NA,,
