Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT2G14170,"AT2G14170.1,AT2G14170.2","633.822991600449,633.082353320051","-0.276534879767869,-0.27606350038256","0.0832599419740873,0.0834434183011294","-3.32134365231643,-3.30839155445796","0.000895851585359053,0.000938335176042341","0.0374636840401836,0.0383264930740472",AT2G14170,ALDH6B2,",Q0WM29",815903,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q0WM29]",ALDH6B2,UniProtKB Gene Name
AT2G15020,AT2G15020.1,125.071955522961,0.818293493214796,0.224057913283494,3.65215171927194,0.000260052159749956,0.0158191392152515,AT2G15020,,,815991,At2g15020 [Source:UniProtKB/TrEMBL;Acc:Q9ZUK9],,
AT2G15050,"AT2G15050.3,AT2G15050.1,AT2G15050.2","323.326810544124,551.751985820011,277.633541073293","0.328322361150363,0.365830173657894,0.362965491892677","0.0792634311195988,0.0706241803619617,0.0873750743612134","4.14216690487401,5.17995638013705,4.15410795980736","3.44039821706637e-05,2.21937791223459e-07,3.26558977157976e-05","0.00365061756719815,8.7072620011972e-05,0.00350252123090624",AT2G15050,LTP,",Q9ZUK6",815994,Non-specific lipid-transfer protein [Source:UniProtKB/TrEMBL;Acc:A0A178VZ65],LTP7,UniProtKB Gene Name
AT2G15580,AT2G15580.2,264.170913736871,0.273744545150031,0.0739673176334086,3.70088511938128,0.000214848734525836,0.0138063463736139,AT2G15580,,,816051,AT2G15580 protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQF5],,
AT2G15960,AT2G15960.1,9143.41209677688,-0.298843701369065,0.0903277494178114,-3.30843736609402,0.000938181676293939,0.0383264930740472,AT2G15960,,,816091,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9XIM6],,
AT2G16660,"AT2G16660.1,AT2G16660.2","265.911992245043,266.636597645953","0.800783239878154,0.801454442031953","0.175996098660492,0.175115614358143","4.55000563065275,4.57671604539406","5.36444800951238e-06,4.72331886232555e-06","0.00088371130552282,0.000818763663084771",AT2G16660,,,816167,At2g16660/T24I21.7 [Source:UniProtKB/TrEMBL;Acc:Q9SLF1],,
AT2G16900,"AT2G16900.4,AT2G16900.5,AT2G16900.7,AT2G16900.1,AT2G16900.6,AT2G16900.3,AT2G16900.2","139.10225714066,139.157424416117,139.04498008682,138.723403241163","-0.534685573151088,-0.53250997670567,-0.536686779865547,-0.539707905550786","0.136980209044207,0.136677243299758,0.136850921563577,0.137237000967244","-3.90337828276005,-3.89611294352622,-3.92168919093628,-3.93267050246606","9.48592652845877e-05,9.77488195057201e-05,8.79303682768904e-05,8.40073532622377e-05","0.00803528043463225,0.00821007479211847,0.00764378947787767,0.00736719780064747",AT2G16900,,,816192,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZVX3],,
AT2G17230,AT2G17230.1,301.034652964993,0.376891447909358,0.115394039929827,3.26612577338096,0.00109029811784067,0.0419476373931037,AT2G17230,EXL5,Q9SII5,816228,Protein EXORDIUM-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SII5],EXL5,UniProtKB Gene Name
AT2G17450,AT2G17450.1,574.047272454956,-0.407053578756657,0.0927050841668116,-4.39084417445987,1.12911438525038e-05,0.0014896815763279,AT2G17450,RHA3A,O22755,816251,Probable E3 ubiquitin-protein ligase ATL44 [Source:UniProtKB/Swiss-Prot;Acc:O22755],ATL44,UniProtKB Gene Name
AT2G17880,AT2G17880.1,475.044859103762,-0.566718100184656,0.127770783615136,-4.43542791356506,9.18895772685535e-06,0.00126845903954466,AT2G17880,,,816298,At2g17880/At2g17880 [Source:UniProtKB/TrEMBL;Acc:O48828],,
AT2G18160,AT2G18160.1,11955.1252785983,0.317867856236935,0.0867153496996816,3.66564693953027,0.000246714103233356,0.0151308643555932,AT2G18160,ATBZIP2,Q9SI15,816329,bZIP transcription factor 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SI15],BZIP2,UniProtKB Gene Name
AT2G18193,AT2G18193.1,336.281646890248,-0.687666306959282,0.192111858498368,-3.57950993933632,0.000344239155954041,0.0194029847128197,AT2G18193,,Q8GW96,816333,AAA-ATPase At2g18193 [Source:UniProtKB/Swiss-Prot;Acc:Q8GW96],,
AT2G19450,AT2G19450.1,285.244750523905,-0.333931245747487,0.0906246916137043,-3.68477111261132,0.000228908254932453,0.0144343287560372,AT2G19450,TAG1,Q9SLD2,816464,Diacylglycerol O-acyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLD2],DGAT1,UniProtKB Gene Name
AT2G19810,AT2G19810.1,122.470009522344,-0.541292029335288,0.127948027463242,-4.23056173719283,2.33108452931829e-05,0.00273645462246785,AT2G19810,,O82199,816500,TZF2 [Source:UniProtKB/TrEMBL;Acc:A0A178VX61],,
AT2G20340,"AT2G20340.1,AT2G20340.2","26.4583838917265,26.3606101899952","0.78002232977715,0.773326905148948","0.222141385412702,0.22221061591486","3.51137780260079,3.48015283592593","0.000445790358384851,0.000501127819408275","0.0231167497668889,0.0253546351856043",AT2G20340,,"Q8RY79,",816553,Tyrosine decarboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY79],ELI5,UniProtKB Gene Name
AT2G20670,AT2G20670.1,4372.75534332064,-0.544128124851244,0.0922342766490387,-5.89941337016942,3.64796246871907e-09,2.78900761358453e-06,AT2G20670,,,816595,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SIU5],,
AT2G20890,AT2G20890.1,1928.10825471783,0.180939994989815,0.051432428026926,3.51801386656467,0.000434789642355606,0.0228335336660081,AT2G20890,PSB29,Q9SKT0,816623,THF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VVV5],THF1,UniProtKB Gene Name
AT2G21210,"AT2G21210.2,AT2G21210.1","1016.01324211529,1014.38001147606","0.617495897763025,0.617787382302739","0.149487238782903,0.148867827835903","4.13075994172185,4.14990526350478","3.61565997217084e-05,3.32612908168809e-05","0.00376951515350412,0.00354197110102478",AT2G21210,,,816658,SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT2G21210],,
AT2G21230,AT2G21230.1,64.5962335878146,-0.544031847569473,0.168996985138269,-3.21918078671261,0.00128557406150994,0.0461275111817592,AT2G21230,,,816660,Basic-leucine zipper (BZIP) transcription factor family protein [Source:UniProtKB/TrEMBL;Acc:B3H7M2],,
AT2G21330,"AT2G21330.1,AT2G21330.3,AT2G21330.2","4506.14926997528,4506.07789788633,4514.2035134306","0.352967438813652,0.35301042944568,0.352408382759071","0.0746044879268144,0.0745918646025436,0.074683625910641","4.73118238087642,4.73255939272555,4.71868335879579","2.23215859925072e-06,2.21706402021081e-06,2.37375958017662e-06","0.000495012124382866,0.000512559214517789",AT2G21330,FBA1,",Q9SJU4",816672,"Fructose-bisphosphate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJU4]",FBA1,UniProtKB Gene Name
AT2G21640,AT2G21640.1,66.8960874173484,-0.770744104352285,0.192571274104537,-4.00238357427021,6.27075274440577e-05,0.00584296983062334,AT2G21640,,,816702,Marker for oxidative stress response protein [Source:UniProtKB/TrEMBL;Acc:Q9SIJ6],,
AT2G22120,AT2G22120.1,52.4343780241935,-0.603542810956056,0.181243455487234,-3.33001160970784,0.000868423630730606,0.0366248760926372,AT2G22120,,,816746,RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IIL7],,
AT2G22170,AT2G22170.1,2398.39225505609,0.30097849975709,0.0883596067659837,3.40629062048926,0.000658520398291639,0.0302543955560274,AT2G22170,,Q9SIE7,816751,PLAT domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIE7],PLAT2,UniProtKB Gene Name
AT2G22870,AT2G22870.1,331.674761177945,-0.351917288818992,0.0861381257672464,-4.08549972134183,4.39820533476696e-05,0.00440071437807874,AT2G22870,EMB2001,O81004,816818,GTP-binding protein At2g22870 [Source:UniProtKB/Swiss-Prot;Acc:O81004],EMB2001,UniProtKB Gene Name
AT2G22880,AT2G22880.1,92.0099188630969,-1.11438668744684,0.172334263816706,-6.46642555442197,1.00348228430894e-10,1.19683325084959e-07,AT2G22880,,,816819,At2g22880 [Source:UniProtKB/TrEMBL;Acc:O81005],,
AT2G23130,"AT2G23130.1,AT2G23130.2","594.931824908003,594.778402071414","0.650184485048276,0.64964862242572","0.146898836702258,0.147007254777154","4.42606966565777,4.4191602884532","9.59655428472423e-06,9.9085139835526e-06","0.00131257091333772,0.00133684235949135",AT2G23130,AGP17,"O22194,",816845,Lysine-rich arabinogalactan protein 17 [Source:UniProtKB/Swiss-Prot;Acc:O22194],AGP17,UniProtKB Gene Name
AT2G23290,AT2G23290.1,202.296959769088,0.387620970331207,0.121337621129437,3.19456543422514,0.00140041534791536,0.048952150561304,AT2G23290,AtMYB70,,816861,At2g23280 [Source:UniProtKB/TrEMBL;Acc:O22179],AtMYB70,TAIR Gene Name
AT2G23320,"AT2G23320.1,AT2G23320.2",604.93143367633,-0.607234396924353,0.121139534512803,-5.01268557260452,5.36755678513654e-07,0.000173961348546105,AT2G23320,WRKY15,",O22176",816864,Probable WRKY transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:O22176],WRKY15,UniProtKB Gene Name
AT2G24500,AT2G24500.1,705.64575717365,-0.237425162580974,0.0701334301141908,-3.38533509903051,0.00071091409484166,0.0319718334327206,AT2G24500,FZF,Q9ZQ18,816986,Cytoplasmic 60S subunit biogenesis factor REI1 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ18],REIL2,UniProtKB Gene Name
AT2G24540,AT2G24540.1,56.270803776554,0.644189459278985,0.166379313166656,3.87181222844527,0.00010802916175756,0.00889808153625738,AT2G24540,AFR,Q8LAW2,816990,F-box protein AFR [Source:UniProtKB/Swiss-Prot;Acc:Q8LAW2],AFR,UniProtKB Gene Name
AT2G24545,"AT2G24545.1,AT2G24545.3","61.5516359314588,56.4848504700344","0.617563230091545,0.645328189218163","0.161894009784643,0.166510250623119","3.81461445616827,3.87560637740439","0.000136395709934663,0.000106359500814308","0.0105413770239381,0.00878482336781221",AT2G24545,"NA","NA","NA","NA","NA","NA"
AT2G24590,AT2G24590.1,161.200752633169,-0.405564349087255,0.118400385858359,-3.42536340694384,0.000613977575128568,0.0289667236671021,AT2G24590,RSZ22a,Q9SJA6,816995,Serine/arginine-rich splicing factor RSZ22A [Source:UniProtKB/Swiss-Prot;Acc:Q9SJA6],RSZ22A,UniProtKB Gene Name
AT2G25200,AT2G25200.1,180.616056463715,-0.453258741845377,0.138608554344056,-3.27006326550591,0.00107523433628815,0.0414751128138471,AT2G25200,,,817058,At2g25200 [Source:UniProtKB/TrEMBL;Acc:Q9SIS2],,
AT2G25460,"AT2G25460.2,AT2G25460.1","74.8380494805197,53.3170368549698","-0.771982745156701,-0.924891889017712","0.183024089088118,0.209975208060182","-4.21792972172656,-4.4047671035174","2.46555634261053e-05,1.05897586982396e-05","0.00288296052814189,0.00140335482269071",AT2G25460,,,817084,CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Ha. [Source:TAIR;Acc:AT2G25460],,
AT2G25735,AT2G25735.1,159.746471065934,-0.511492502651467,0.102345559338906,-4.99770098434574,5.80178561620322e-07,0.000186012733030464,AT2G25735,,,817115,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8RUI1],,
AT2G26190,"AT2G26190.2,AT2G26190.1,AT2G26190.3,AT2G26190.1,AT2G26190.3","227.497300800295,197.718091898731,212.157614607413,52.0110284776313","-0.479105332779478,-0.43437367502099,-0.446524484530287,-0.63141619633557","0.0982155617948045,0.0998628920543932,0.100484691328531,0.196576593283121","-4.87810000802564,-4.34970053525383,-4.44370658482087,-3.21206195401997","1.07112615504303e-06,1.36323569272048e-05,8.84221730616981e-06,0.00131785952280903","0.000277719726651461,0.00173707686537806,0.00123886840801698,0.0469469741835088",AT2G26190,,",O64851",817159,IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851],IQM4,UniProtKB Gene Name
AT2G26530,"AT2G26530.1,AT2G26530.2","355.59559580772,355.518511089957","-0.589478672649303,-0.590442873467015","0.111076830778922,0.111020929949321","-5.306945368495,-5.31830235737118","1.11477571096109e-07,1.04739911204561e-07","5.96083873245181e-05,5.89250930638942e-05",AT2G26530,AR781,,817194,AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1],AR781,TAIR Gene Name
AT2G26690,"AT2G26690.3,AT2G26690.2,AT2G26690.1",156.867865844955,0.294238693048114,0.0878689089526853,3.34860983885156,0.000812180802751294,0.0355606387601106,AT2G26690,,"Q9SZY4,",817210,Protein NRT1/ PTR FAMILY 6.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZY4],NPF6.2,UniProtKB Gene Name
AT2G27830,AT2G27830.1,633.423358371746,-0.727015353462694,0.151247746509344,-4.80678469756756,1.5337701147747e-06,0.000381103529268645,AT2G27830,,,817330,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUY4],,
AT2G28400,AT2G28400.1,88.53542058497,-0.898909187852584,0.173417203738881,-5.18350641385092,2.17752736647683e-07,8.7072620011972e-05,AT2G28400,,,817388,Uncharacterized protein At2g28400 [Source:UniProtKB/TrEMBL;Acc:Q9SKN0],,
AT2G28830,AT2G28830.1,26.1022765461012,-0.869696515268303,0.255122817281933,-3.40893270360532,0.000652175658703048,0.0301120821259233,AT2G28830,PUB12,Q9ZV31,"NA",PLANT U-BOX 12 [Source:TAIR;Acc:AT2G28830],PUB12,TAIR Gene Name
AT2G29090,"AT2G29090.1,AT2G29090.3,AT2G29090.2,AT2G29090.4","293.289984947331,290.322171647835","0.593204573167571,0.576825362208475","0.141007262100438,0.144403824567271","4.20690795871945,3.99452967355278","2.58888519637393e-05,6.48228029670742e-05","0.0029575781570989,0.00596549850638658",AT2G29090,CYP707A2,"O81077,",817457,Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077],CYP707A2,UniProtKB Gene Name
AT2G29500,AT2G29500.1,189.266479867376,-0.910720874890085,0.236003891402554,-3.85892312824902,0.000113887750748137,0.00920174875998654,AT2G29500,,Q9ZW31,817499,17.6 kDa class I heat shock protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW31],HSP17.6B,UniProtKB Gene Name
AT2G30040,AT2G30040.1,80.2087877179488,0.541811969369657,0.160808983566065,3.36928918617948,0.000753623154682397,0.033438663099948,AT2G30040,MAPKKK14,,817555,Mitogen-activated protein kinase kinase kinase 14 [Source:UniProtKB/TrEMBL;Acc:O64741],MAPKKK14,TAIR Gene Name
AT2G30140,"AT2G30140.1,AT2G30140.2","641.667241799364,640.696042509772","-0.309993528310129,-0.309710274262336","0.0959049187256137,0.0960906906824797","-3.23230062054511,-3.22310384140891","0.00122797795581969,0.00126809573471467","0.0450705528669739,0.0457757996634229",AT2G30140,,"O64733,",817566,UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733],UGT87A2,UniProtKB Gene Name
AT2G30250,AT2G30250.1,489.43221887822,-0.333045070821284,0.0880373835080606,-3.78299601317423,0.000154951897353439,0.0113532049016181,AT2G30250,WRKY25,O22921,817575,Probable WRKY transcription factor 25 [Source:UniProtKB/Swiss-Prot;Acc:O22921],WRKY25,UniProtKB Gene Name
AT2G30520,"AT2G30520.3,AT2G30520.1,AT2G30520.2","2127.96307619714,2127.96423194648,2128.94751619028","0.214238654051513,0.214219046638782,0.21369858115388","0.0657888332641883,0.0657877444727189,0.0657985330368475","3.25645924120883,3.25621509531483,3.24777120842812","0.00112811125786114,0.00112908180895323,0.00116312756469954","0.0428036394065622,0.0435690635636259",AT2G30520,RPT2,"Q682S0,",817601,Root phototropism protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q682S0],RPT2,UniProtKB Gene Name
AT2G31560,"AT2G31560.3,AT2G31560.2","100.031915324419,119.304137723147","0.454026757914396,0.422378511147602","0.11181415697663,0.108795090873608","4.06054805751736,3.8823306066107","4.89576584601381e-05,0.000103460084601275","0.00480187665232217,0.00856908150710057",AT2G31560,,,817714,AT2G31560 protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ71],,
AT2G31790,AT2G31790.1,400.408108934193,0.290915065791935,0.0865749861747044,3.36026696215558,0.000778671908020919,0.0342834173808189,AT2G31790,,Q9SKC1,817736,Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q6Z8],UGT74C1,UniProtKB Gene Name
AT2G31945,AT2G31945.1,172.937557698103,-0.575623453817356,0.120795066154909,-4.76528944550739,1.88582736167635e-06,0.000453465439057289,AT2G31945,,,817753,At2g31940/F20M17.2 [Source:UniProtKB/TrEMBL;Acc:Q8RU85],,
AT2G32020,AT2G32020.1,67.4066251619146,-0.684763525729545,0.189606348141277,-3.61150105174392,0.000304429849276961,0.0176256015842546,AT2G32020,,,817762,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SKZ7],,
AT2G32030,AT2G32030.1,68.4709712153964,-0.622738571747237,0.178526900836534,-3.48820580444311,0.000486273628494932,0.0247849927877494,AT2G32030,,,817763,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SKZ6],,
AT2G32415,"AT2G32415.1,AT2G32415.2","48.0508112452196,48.0478590967383","0.487549859060677,0.491550742051603","0.152268702514744,0.151932713111395","3.20190460028034,3.23531866169732","0.00136522202955901,0.00121507039675153","0.0480600062046766,0.0448943668152916",AT2G32415,,",A9LLI8",817803,Protein RRP6-like 3 [Source:UniProtKB/Swiss-Prot;Acc:A9LLI8],RRP6L3,UniProtKB Gene Name
AT2G32660,"AT2G32660.2,AT2G32660.1","59.3944147721965,59.0380020831533","-0.721411033267268,-0.711213165717307","0.166363562433123,0.165648908016729","-4.33635240022747,-4.29349745937039","1.44866625754363e-05,1.75880328165503e-05","0.00183029160174485,0.00212316750806105",AT2G32660,AtRLP22,"Q9SVM3,O48851",817826,Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851],AtRLP22,TAIR Gene Name
AT2G33150,AT2G33150.1,2209.21067310072,-0.198163368839419,0.0622273645702441,-3.18450524472601,0.00145001683273811,0.0499640990375675,AT2G33150,PKT3,Q56WD9,817876,PKT3 [Source:UniProtKB/TrEMBL;Acc:A0A178VRP9],PED1,UniProtKB Gene Name
AT2G33170,"AT2G33170.1,AT2G33170.2","61.4709783983241,61.3107501181225","-0.476679805451245,-0.481760982809013","0.148616794807863,0.148552696869045","-3.20744237599467,-3.24303087700726","0.00133920886827797,0.00118265393628214","0.0475866444105208,0.0440239605719407",AT2G33170,,O49318,817878,Probable leucine-rich repeat receptor-like protein kinase At2g33170 [Source:UniProtKB/Swiss-Prot;Acc:O49318],,
AT2G33180,AT2G33180.1,317.458558184329,0.312634293209573,0.0763596734059952,4.09423298011418,4.23568237352188e-05,0.00429575990922796,AT2G33180,,,817879,Uncharacterized protein At2g33180 [Source:UniProtKB/TrEMBL;Acc:O49317],,
AT2G33390,AT2G33390.1,127.914768862402,-0.38933077378211,0.100969140796367,-3.85593826699296,0.000115286581276649,0.00926549863591869,AT2G33390,,,817903,Uncharacterized protein At2g33390 [Source:UniProtKB/TrEMBL;Acc:O22789],,
AT2G34060,AT2G34060.1,264.291777565451,0.411300028601085,0.120064419197955,3.42566125208967,0.000613304760189486,0.0289667236671021,AT2G34060,,O22959,817967,Peroxidase 19 [Source:UniProtKB/Swiss-Prot;Acc:O22959],PER19,UniProtKB Gene Name
AT2G34490,AT2G34490.1,129.8139142814,0.389542769995136,0.118838290396604,3.27792303890521,0.00104573903008269,0.0408509710018125,AT2G34490,CYP710A2,O64698,818012,Cytochrome P450 710A2 [Source:UniProtKB/Swiss-Prot;Acc:O64698],CYP710A2,UniProtKB Gene Name
AT2G34510,"AT2G34510.2,AT2G34510.1",424.180832165571,0.350152438875706,0.0938759786046271,3.72994715027607,0.000191519938309764,0.0128603756556205,AT2G34510,,,818014,Uncharacterized protein At2g34510 [Source:UniProtKB/TrEMBL;Acc:O64696],,
AT2G35860,AT2G35860.1,180.085692385206,0.562993890329098,0.106166326884876,5.30294215546889,1.13951037243771e-07,5.96083873245181e-05,AT2G35860,FLA16,Q8RWC5,818159,FLA16 [Source:UniProtKB/TrEMBL;Acc:A0A178VR39],FLA16,UniProtKB Gene Name
AT2G35930,AT2G35930.1,60.9227769340422,-0.557115211478198,0.17040648549236,-3.26933103437061,0.00107802100078681,0.0415288787861243,AT2G35930,PUB23,Q84TG3,818166,E3 ubiquitin-protein ligase PUB23 [Source:UniProtKB/Swiss-Prot;Acc:Q84TG3],PUB23,UniProtKB Gene Name
AT2G35960,AT2G35960.1,78.9408165022813,0.58953273344803,0.161976683633638,3.63961479036975,0.000273046198234858,0.0163154679213803,AT2G35960,NHL12,Q9SJ54,818169,NDR1/HIN1-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ54],NHL12,UniProtKB Gene Name
AT2G36220,AT2G36220.1,818.196930641726,-0.274006016684938,0.0765896676196095,-3.57758461684176,0.000346783973413832,0.0195095428967552,AT2G36220,,,818194,At2g36220/F2H17.17 [Source:UniProtKB/TrEMBL;Acc:Q9SJN3],,
AT2G36670,"AT2G36670.3,AT2G36670.1,AT2G36670.2,AT2G36670.4","103.839812993863,104.140019148252","-0.3840501421088,-0.37179134580933","0.114159849636795,0.113556271415171","-3.3641437276825,-3.27407144648164","0.000767815460257781,0.00106009804057676","0.0339672901758253,0.0411039574458742",AT2G36670,,,818239,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:F4INZ4],,
AT2G36690,"AT2G36690.1,AT2G36690.2,AT2G36690.1,AT2G36690.2","256.013936192379,243.532486211722,32.2961695615154","-0.698856016110692,-0.720997588942758,-0.998851648719809","0.144354384840508,0.146826300213572,0.265897921385661","-4.84125242806328,-4.91054795969117,-3.7565229675905","1.29023349231052e-06,9.08222388491106e-07,0.000172290465943764","0.000326024508815446,0.000244091717672001,0.0121160019411444",AT2G36690,,,818241,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4INZ9],,
AT2G38310,AT2G38310.1,4284.64725128438,0.197645387237647,0.0526398640399577,3.75467130932594,0.000173569100124676,0.0121582953098169,AT2G38310,PYL4,O80920,818411,Abscisic acid receptor PYL4 [Source:UniProtKB/Swiss-Prot;Acc:O80920],PYL4,UniProtKB Gene Name
AT2G38470,AT2G38470.1,316.776733469282,-0.866117446863095,0.108236735271585,-8.00206551583301,1.22349253007672e-15,5.21155382418537e-12,AT2G38470,WRKY33,Q8S8P5,818429,WRKY33 [Source:UniProtKB/TrEMBL;Acc:A0A384L4W4],WRKY33,UniProtKB Gene Name
AT2G38820,"AT2G38820.2,AT2G38820.1","352.297469358197,352.572667037809","-0.524935339874548,-0.524036353367451","0.107092393460164,0.106943795677469","-4.9017051810483,-4.90010991332201","9.50083470290765e-07,9.578305489783e-07",0.000252740119282177,AT2G38820,,,818464,Protein of unknown function (DUF506) [Source:TAIR;Acc:AT2G38820],,
AT2G39200,AT2G39200.1,242.138202414637,-0.682299401271209,0.175572463147214,-3.88614130622019,0.000101850234992024,0.00845924361213701,AT2G39200,MLO12,O80961,818505,MLO-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178VNS1],MLO12,UniProtKB Gene Name
AT2G39400,"AT2G39400.2,AT2G39400.1","280.078855300578,280.124909615513","-0.335875788985403,-0.334968482587365","0.105226101417094,0.105114098468811","-3.19194367616131,-3.18671317612789","0.00141318886874004,0.001438994000014","0.0492831023382711,0.0498779606373317",AT2G39400,,,818525,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O80627],,
AT2G39470,"AT2G39470.1,AT2G39470.2,AT2G39470.3",467.495204816368,0.234726421241725,0.0705068212336731,3.32913067324078,0.000871175203018052,0.036689026876256,AT2G39470,PPL2,",O80634",818532,"Photosynthetic NDH subunit of lumenal location 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80634]",PNSL1,UniProtKB Gene Name
AT2G39660,AT2G39660.1,649.955342714252,-0.425618813270803,0.0597247284527879,-7.12634153886949,1.03071774706574e-12,2.04886073761728e-09,AT2G39660,BIK1,O48814,818549,BIK1 [Source:UniProtKB/TrEMBL;Acc:A0A178VYW0],BIK1,UniProtKB Gene Name
AT2G39710,AT2G39710.1,94.9605233530409,-0.360895665820105,0.110219582752226,-3.27433344246456,0.00105911554847799,0.0411039574458742,AT2G39710,,,818555,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:O22282],,
AT2G40000,AT2G40000.1,2547.06995004161,-0.595474155273641,0.154285079433353,-3.85957059140556,0.000113586442778288,0.00920174875998654,AT2G40000,HSPRO2,O04203,818588,Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203],HSPRO2,UniProtKB Gene Name
AT2G40095,"AT2G40095.2,AT2G40095.1","101.060281339497,100.867464611489","-0.582970085267343,-0.585641477010656","0.138569505432458,0.138107703465908","-4.20705900225281,-4.24046930267884","2.58715611210788e-05,2.23052939373497e-05","0.0029575781570989,0.00264412346504431",AT2G40095,,,818598,Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8GZ10],,
AT2G40140,"AT2G40140.1,AT2G40140.2","700.922896148278,700.821161871106","-0.648822425001144,-0.649470121652031","0.0806205301412705,0.0805530782854919","-8.04785609650816,-8.06263566179574","8.42569337859336e-16,7.46668103746605e-16",4.18714832449197e-12,AT2G40140,CZF1,Q9XEE6,818605,Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6],CZF1,TAIR Gene Name
AT2G41100,"AT2G41100.3,AT2G41100.5,AT2G41100.6,AT2G41100.4,AT2G41100.7,AT2G41100.1,AT2G41100.2","4440.82654361881,4468.52666790954,4440.43875670474,4467.03694093151,4608.46519671218,4466.52993079754,4628.60816600065","-0.46407869822976,-0.465232410157406,-0.464548793726867,-0.465360631759805,-0.461148781323371,-0.465283671417111,-0.459724680497007","0.139220572029724,0.139433714048937,0.139354283242311,0.139466775970844,0.138137988705605,0.139448301806307,0.137462354192238","-3.33340605819861,-3.33658479465105,-3.33358102039177,-3.33671319581583,-3.33831978910709,-3.33660335328707,-3.34436786855906","0.000857896369517113,0.000848145517021627,0.000857356976609229,0.00084775381157827,0.000842866839928862,0.000848088890970093,0.000824703034470137","0.0363867653625772,0.0362556124524962,0.0362129114786151,0.0357935522253218",AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
AT2G41380,AT2G41380.1,515.249877348993,-0.549455080353544,0.164911850028289,-3.33181078412068,0.000862828993580152,0.036499214518759,AT2G41380,,,818736,At2g41380 [Source:UniProtKB/TrEMBL;Acc:Q9ZVC3],,
AT2G41430,"AT2G41430.3,AT2G41430.2,AT2G41430.1,AT2G41430.5,AT2G41430.4","11116.1133464103,11040.5461608201","-0.202611668277037,-0.202993668790219","0.0611179699568707,0.0612498631310892","-3.31509159122947,-3.31418975346548","0.000916131020408603,0.000919091117987811","0.0378866555277716,0.0379460808541297",AT2G41430,ERD15,"Q39096,",818741,LSR1 [Source:UniProtKB/TrEMBL;Acc:A0A178VWR6],ERD15,UniProtKB Gene Name
