GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0016032	P	viral process	7	393	130	28362	0.0028	0.055	// AT1G80840 // AT4G31800 // AT5G06320 // AT1G16030 // AT5G46350 // AT2G26560 // AT2G35980 
GO:0043412	P	macromolecule modification	52	393	2532	28362	0.0031	0.061	// AT5G02410 // AT2G35930 // AT2G17290 // AT4G12720 // AT5G02120 // AT1G07160 // AT1G72200 // AT1G70740 // AT2G37710 // AT1G09970 // AT5G20910 // AT5G43420 // AT2G42360 // AT3G61390 // AT3G48360 // AT3G57760 // AT5G01550 // AT1G66160 // AT4G21390 // AT4G20450 // AT3G12920 // AT3G18930 // AT1G79680 // AT1G66880 // AT1G64210 // AT3G06430 // AT5G25930 // AT4G04540 // AT1G22280 // AT4G23210 // AT1G51800 // AT5G45110 // AT2G31880 // AT1G78100 // AT3G01840 // AT4G03510 // AT3G47570 // AT5G01540 // AT4G21380 // AT3G11840 // AT5G27420 // AT2G24240 // AT2G47590 // AT1G68050 // AT2G13790 // AT4G33920 // AT4G34220 // AT2G39660 // AT1G70520 // AT1G76040 // AT5G03140 // AT4G11890 
GO:0032502	P	developmental process	63	393	3233	28362	0.0038	0.073	// AT4G11280 // AT2G47000 // AT2G17040 // AT1G25560 // AT5G56860 // AT5G16910 // AT2G39200 // AT4G33980 // AT1G09970 // AT2G01280 // AT2G23810 // AT5G02410 // AT5G42900 // AT2G30140 // AT1G49320 // AT1G28370 // AT3G06430 // AT2G35980 // AT3G54150 // AT1G21390 // AT2G41940 // AT1G27730 // AT3G15500 // AT4G01540 // AT3G48090 // AT3G48360 // AT3G57550 // AT2G29090 // AT4G02380 // AT3G58070 // AT3G05500 // AT2G46400 // AT3G18830 // AT1G14740 // AT5G01550 // AT5G60660 // AT5G06760 // AT2G01290 // AT3G23670 // AT2G31880 // AT3G56400 // AT5G40010 // AT4G33050 // AT4G01250 // AT5G57710 // AT5G13200 // AT1G20450 // AT5G01540 // AT3G60140 // AT2G19450 // AT1G68050 // AT1G01470 // AT2G13790 // AT5G60800 // AT3G26500 // AT1G12950 // AT4G34220 // AT1G69530 // AT4G34710 // AT1G78240 // AT4G17490 // AT3G06500 // AT4G26200 
GO:0009987	P	cellular process	204	393	12771	28362	0.0039	0.073	// AT5G49520 // AT1G80840 // AT4G03210 // AT5G02410 // AT1G72200 // AT1G70740 // AT3G13650 // AT2G30770 // AT2G32680 // AT5G46350 // AT2G24500 // AT5G01550 // AT1G66160 // AT1G09970 // AT4G12720 // AT3G05660 // AT3G48090 // AT3G18930 // AT5G02120 // AT3G01840 // AT3G58070 // AT3G05500 // AT3G06430 // AT3G46280 // AT4G34760 // AT5G23280 // AT5G06310 // AT4G13390 // AT2G41730 // AT3G50760 // AT1G78100 // AT2G01290 // AT3G28340 // AT4G03510 // AT5G01540 // AT2G47910 // AT5G27420 // AT5G67400 // AT2G47590 // AT3G52400 // AT4G26850 // AT1G57630 // AT4G33920 // AT3G50260 // AT3G26350 // AT1G66880 // AT1G18570 // AT2G31865 // AT4G11280 // AT2G17040 // AT1G01560 // AT2G24850 // AT5G06320 // AT5G16910 // AT1G07160 // AT3G01190 // AT2G01280 // AT1G61360 // AT2G20960 // AT5G13190 // AT4G13880 // AT4G20450 // AT4G01540 // AT4G11170 // AT3G57550 // AT2G32660 // AT4G37370 // AT4G36990 // AT2G30210 // AT2G31880 // AT1G65610 // AT2G39660 // AT5G57220 // AT3G56400 // AT1G67980 // AT1G64500 // AT5G45110 // AT3G23670 // AT1G51800 // AT1G17190 // AT4G15530 // AT3G25780 // AT3G62760 // AT5G13320 // AT4G22200 // AT3G11840 // AT2G19450 // AT1G78240 // AT2G13790 // AT1G12950 // AT4G23210 // AT5G03760 // AT4G34710 // AT1G70520 // AT2G01180 // AT1G69930 // AT1G71080 // AT5G56860 // AT1G60840 // AT1G25560 // AT5G26030 // AT5G16370 // AT5G41750 // AT3G63170 // AT5G43420 // AT3G26060 // AT2G40140 // AT1G16030 // AT4G29190 // AT1G43910 // AT2G26560 // AT2G35980 // AT1G74710 // AT4G21390 // AT5G44920 // AT3G12920 // AT4G10120 // AT5G12030 // AT3G61390 // AT1G08560 // AT3G47570 // AT4G00050 // AT1G02930 // AT5G13630 // AT2G30250 // AT5G47230 // AT3G55630 // AT1G14740 // AT4G04540 // AT1G22280 // AT5G61440 // AT3G50480 // AT5G60800 // AT4G21380 // AT4G33050 // AT5G13490 // AT5G57710 // AT1G64210 // AT1G42990 // AT4G31550 // AT2G24240 // AT3G06620 // AT2G35930 // AT1G80820 // AT3G02550 // AT2G46400 // AT3G15500 // AT3G11820 // AT3G23250 // AT2G36830 // AT5G03140 // AT5G01100 // AT1G11860 // AT3G54150 // AT2G47000 // AT2G38470 // AT2G17290 // AT2G39200 // AT2G37710 // AT1G66090 // AT5G20910 // AT2G33110 // AT3G50930 // AT2G42360 // AT1G28370 // AT1G69530 // AT3G57760 // AT5G25250 // AT2G41940 // AT1G27730 // AT1G24150 // AT3G48360 // AT2G29090 // AT4G02380 // AT1G14540 // AT3G25610 // AT4G18880 // AT5G60660 // AT1G62300 // AT2G16900 // AT5G25930 // AT1G68840 // AT5G39580 // AT5G26340 // AT1G79680 // AT4G01250 // AT1G29690 // AT5G51070 // AT3G61190 // AT1G76040 // AT3G55980 // AT2G32140 // AT1G30040 // AT4G31800 // AT4G17490 // AT5G43190 // AT1G68050 // AT4G25820 // AT4G34220 // AT5G05410 // AT1G68520 // AT3G11520 // AT4G26200 // AT4G11890 
GO:0019748	P	secondary metabolic process	15	393	492	28362	0.0045	0.085	// AT1G67980 // AT1G80820 // AT2G38470 // AT3G26210 // AT5G57220 // AT2G30770 // AT4G22710 // AT1G69930 // AT3G56400 // AT1G17190 // AT4G37370 // AT3G13650 // AT2G30210 // AT1G02930 // AT3G62760 
GO:0016050	P	vesicle organization	5	393	75	28362	0.0048	0.09	// AT3G52400 // AT3G11820 // AT2G33110 // AT3G25610 // AT1G08560 
GO:0097306	P	cellular response to alcohol	10	393	267	28362	0.0051	0.093	// AT5G01550 // AT5G01540 // AT2G17290 // AT2G41940 // AT1G51800 // AT5G20910 // AT4G34220 // AT3G48360 // AT1G76040 // AT4G11890 
GO:0071215	P	cellular response to abscisic acid stimulus	10	393	267	28362	0.0051	0.093	// AT5G01550 // AT5G01540 // AT2G17290 // AT2G41940 // AT1G51800 // AT5G20910 // AT4G34220 // AT3G48360 // AT1G76040 // AT4G11890 
GO:0010260	P	organ senescence	6	393	114	28362	0.0062	0.11	// AT2G39200 // AT2G13790 // AT4G01250 // AT3G56400 // AT4G02380 // AT2G35980 
GO:0010150	P	leaf senescence	6	393	114	28362	0.0062	0.11	// AT2G39200 // AT2G13790 // AT4G01250 // AT3G56400 // AT4G02380 // AT2G35980 
GO:0070647	P	protein modification by small protein conjugation or removal	17	393	610	28362	0.0062	0.11	// AT1G72200 // AT3G11840 // AT5G27420 // AT2G24240 // AT5G43420 // AT1G68050 // AT3G12920 // AT2G35930 // AT1G78100 // AT5G20910 // AT5G45110 // AT3G18930 // AT2G42360 // AT3G61390 // AT4G03510 // AT1G66160 // AT3G48360 
GO:0007166	P	cell surface receptor signaling pathway	9	393	234	28362	0.0065	0.12	// AT2G13790 // AT1G79680 // AT1G09970 // AT4G34220 // AT2G31880 // AT2G39660 // AT3G01840 // AT1G64210 // AT3G47570 
GO:0006796	P	phosphate-containing compound metabolic process	37	393	1735	28362	0.0071	0.13	// AT2G17290 // AT1G07160 // AT1G70740 // AT2G37710 // AT1G09970 // AT3G57760 // AT5G01550 // AT4G21390 // AT4G20450 // AT3G57550 // AT3G01840 // AT1G64210 // AT3G46280 // AT5G25930 // AT5G26340 // AT4G04540 // AT1G22280 // AT4G23210 // AT1G79680 // AT1G70520 // AT2G31880 // AT1G51800 // AT4G15530 // AT1G76040 // AT3G47570 // AT5G01540 // AT4G21380 // AT2G01290 // AT4G33920 // AT2G13790 // AT4G34220 // AT3G26350 // AT2G39660 // AT1G66880 // AT2G01180 // AT5G03140 // AT4G11890 
GO:0009867	P	jasmonic acid mediated signaling pathway	5	393	84	28362	0.0076	0.13	// AT3G52400 // AT3G11820 // AT5G45110 // AT3G56400 // AT3G15500 
GO:0048580	P	regulation of post-embryonic development	11	393	329	28362	0.0075	0.13	// AT1G20450 // AT2G19450 // AT5G56860 // AT1G68050 // AT2G13790 // AT5G60800 // AT4G34220 // AT2G31880 // AT2G30140 // AT3G06500 // AT5G13200 
GO:0006793	P	phosphorus metabolic process	37	393	1751	28362	0.0081	0.14	// AT2G17290 // AT1G07160 // AT1G70740 // AT2G37710 // AT1G09970 // AT3G57760 // AT5G01550 // AT4G21390 // AT4G20450 // AT3G57550 // AT3G01840 // AT1G64210 // AT3G46280 // AT5G25930 // AT5G26340 // AT4G04540 // AT1G22280 // AT4G23210 // AT1G79680 // AT1G70520 // AT2G31880 // AT1G51800 // AT4G15530 // AT1G76040 // AT3G47570 // AT5G01540 // AT4G21380 // AT2G01290 // AT4G33920 // AT2G13790 // AT4G34220 // AT3G26350 // AT2G39660 // AT1G66880 // AT2G01180 // AT5G03140 // AT4G11890 
GO:0048731	P	system development	40	393	1929	28362	0.0081	0.14	// AT4G11280 // AT2G47000 // AT2G17040 // AT1G25560 // AT5G56860 // AT2G39200 // AT4G33980 // AT2G01280 // AT5G42900 // AT2G30140 // AT1G49320 // AT1G28370 // AT2G35980 // AT1G21390 // AT2G29090 // AT4G02380 // AT5G16910 // AT2G46400 // AT3G18830 // AT4G01540 // AT5G60660 // AT5G06760 // AT2G01290 // AT5G60800 // AT2G31880 // AT3G56400 // AT5G40010 // AT4G01250 // AT5G02410 // AT5G13200 // AT4G17490 // AT2G19450 // AT1G68050 // AT1G01470 // AT2G13790 // AT3G06430 // AT1G12950 // AT4G34710 // AT1G78240 // AT4G26200 
GO:0071395	P	cellular response to jasmonic acid stimulus	5	393	87	28362	0.0087	0.15	// AT3G52400 // AT3G11820 // AT5G45110 // AT3G56400 // AT3G15500 
GO:0048284	P	organelle fusion	5	393	88	28362	0.0091	0.15	// AT4G33050 // AT3G52400 // AT3G11820 // AT2G33110 // AT1G08560 
GO:0048585	P	negative regulation of response to stimulus	7	393	169	28362	0.011	0.18	// AT1G74710 // AT3G52400 // AT1G51800 // AT5G20910 // AT3G11820 // AT3G61190 // AT5G13190 
GO:0048856	P	anatomical structure development	59	393	3146	28362	0.011	0.18	// AT4G11280 // AT2G47000 // AT2G17040 // AT1G25560 // AT5G56860 // AT5G16910 // AT2G39200 // AT4G33980 // AT1G09970 // AT2G01280 // AT5G42900 // AT5G02410 // AT2G30140 // AT1G49320 // AT1G28370 // AT3G06430 // AT2G35980 // AT3G54150 // AT1G21390 // AT2G41940 // AT3G15500 // AT4G01540 // AT3G48090 // AT3G48360 // AT3G57550 // AT2G29090 // AT4G02380 // AT3G58070 // AT2G46400 // AT3G18830 // AT1G14740 // AT5G01550 // AT5G60660 // AT5G06760 // AT2G01290 // AT3G23670 // AT2G31880 // AT3G56400 // AT5G40010 // AT4G33050 // AT4G01250 // AT5G57710 // AT5G13200 // AT1G20450 // AT5G01540 // AT4G17490 // AT2G19450 // AT1G68050 // AT1G01470 // AT2G13790 // AT5G60800 // AT3G26500 // AT1G12950 // AT4G34220 // AT4G34710 // AT1G78240 // AT1G69530 // AT3G06500 // AT4G26200 
GO:0061024	P	membrane organization	8	393	212	28362	0.011	0.19	// AT5G25250 // AT3G52400 // AT3G23670 // AT5G13490 // AT3G11820 // AT2G33110 // AT1G08560 // AT3G25610 
GO:0048518	P	positive regulation of biological process	21	393	881	28362	0.013	0.22	// AT5G49520 // AT5G13320 // AT5G01540 // AT2G38470 // AT2G19450 // AT3G48090 // AT1G68050 // AT4G12720 // AT5G47230 // AT5G45110 // AT4G34220 // AT3G48360 // AT5G05410 // AT3G56400 // AT4G01540 // AT2G39660 // AT5G46350 // AT4G18880 // AT3G05500 // AT4G11890 // AT2G31880 
GO:1902589	P	single-organism organelle organization	10	393	316	28362	0.015	0.24	// AT2G16900 // AT3G52400 // AT1G24150 // AT3G11820 // AT5G13490 // AT3G23670 // AT2G33110 // AT1G08560 // AT2G20960 // AT1G64500 
GO:0009636	P	response to toxic substance	5	393	102	28362	0.016	0.26	// AT2G15490 // AT1G02930 // AT1G69930 // AT1G17190 // AT3G62760 
GO:0032940	P	secretion by cell	5	393	103	28362	0.016	0.27	// AT3G52400 // AT4G03510 // AT2G33110 // AT3G11820 // AT1G08560 
GO:0009873	P	ethylene-activated signaling pathway	7	393	185	28362	0.017	0.27	// AT5G47230 // AT4G17490 // AT1G25560 // AT1G68840 // AT3G50260 // AT1G28370 // AT1G62300 
GO:0042743	P	hydrogen peroxide metabolic process	5	393	104	28362	0.017	0.27	// AT3G48090 // AT3G01190 // AT1G14540 // AT5G39580 // AT5G67400 
GO:0010118	P	stomatal movement	5	393	109	28362	0.02	0.32	// AT4G33050 // AT1G69530 // AT3G11820 // AT1G74710 // AT2G17290 
GO:0044710	P	single-organism metabolic process	70	393	3970	28362	0.021	0.33	// AT5G26030 // AT4G20860 // AT2G24850 // AT5G49730 // AT4G20830 // AT5G16370 // AT3G01190 // AT3G63170 // AT2G30550 // AT3G13650 // AT2G30770 // AT5G35735 // AT3G26060 // AT2G26560 // AT2G36790 // AT2G38470 // AT5G61440 // AT1G74710 // AT4G12720 // AT5G56860 // AT3G19010 // AT3G48090 // AT4G10120 // AT3G57550 // AT5G03760 // AT1G67980 // AT2G03760 // AT1G14540 // AT4G37370 // AT5G16910 // AT1G30040 // AT2G30210 // AT1G02930 // AT5G13630 // AT1G18570 // AT3G55630 // AT4G39830 // AT5G39580 // AT2G41730 // AT3G50760 // AT5G57220 // AT1G79680 // AT2G01290 // AT4G25240 // AT3G28340 // AT3G56400 // AT1G17190 // AT4G15530 // AT3G25780 // AT4G03510 // AT5G02410 // AT4G22710 // AT3G62760 // AT5G43450 // AT3G11840 // AT3G60140 // AT2G19450 // AT5G67400 // AT1G78240 // AT4G26850 // AT2G35930 // AT1G80820 // AT2G29090 // AT1G45201 // AT4G34710 // AT1G29690 // AT2G01180 // AT3G26210 // AT1G11860 // AT1G69930 
GO:0009739	P	response to gibberellin	6	393	152	28362	0.022	0.34	// AT5G56860 // AT2G41940 // AT2G36830 // AT1G18570 // AT1G69530 // AT3G58070 
GO:0046903	P	secretion	5	393	112	28362	0.022	0.35	// AT3G52400 // AT4G03510 // AT2G33110 // AT3G11820 // AT1G08560 
GO:2000026	P	regulation of multicellular organismal development	12	393	442	28362	0.023	0.36	// AT1G20450 // AT2G19450 // AT5G56860 // AT1G68050 // AT2G13790 // AT5G60800 // AT4G34220 // AT2G31880 // AT3G56400 // AT2G30140 // AT3G06500 // AT5G13200 
GO:0044272	P	sulfur compound biosynthetic process	5	393	113	28362	0.023	0.36	// AT1G18570 // AT2G30770 // AT5G57220 // AT3G56400 // AT2G38470 
GO:0045229	P	external encapsulating structure organization	14	393	551	28362	0.024	0.37	// AT1G65610 // AT3G54150 // AT4G13390 // AT1G78240 // AT4G26850 // AT5G57220 // AT4G25820 // AT3G28340 // AT5G03760 // AT5G16910 // AT1G69530 // AT1G18570 // AT3G50760 // AT4G03210 
GO:0009411	P	response to UV	5	393	115	28362	0.025	0.38	// AT2G22880 // AT1G35210 // AT3G50930 // AT5G05410 // AT2G01180 
GO:0071369	P	cellular response to ethylene stimulus	7	393	206	28362	0.028	0.42	// AT5G47230 // AT4G17490 // AT1G25560 // AT1G68840 // AT3G50260 // AT1G28370 // AT1G62300 
GO:0044248	P	cellular catabolic process	22	393	1024	28362	0.031	0.47	// AT3G01190 // AT5G20910 // AT3G12920 // AT3G48360 // AT2G29090 // AT3G62760 // AT2G30210 // AT1G02930 // AT1G65610 // AT5G39580 // AT5G45110 // AT1G69930 // AT1G17190 // AT4G03510 // AT1G30040 // AT5G27420 // AT5G67400 // AT1G68050 // AT5G43190 // AT1G14540 // AT4G34710 // AT1G11860 
GO:0071555	P	cell wall organization	13	393	518	28362	0.032	0.48	// AT1G65610 // AT4G13390 // AT1G78240 // AT4G26850 // AT5G57220 // AT4G25820 // AT3G28340 // AT5G03760 // AT5G16910 // AT1G69530 // AT1G18570 // AT3G50760 // AT4G03210 
GO:0044550	P	secondary metabolite biosynthetic process	9	393	311	28362	0.033	0.49	// AT2G38470 // AT1G80820 // AT3G13650 // AT2G30770 // AT3G56400 // AT1G67980 // AT4G37370 // AT4G22710 // AT3G26210 
GO:0043161	P	proteasome-mediated ubiquitin-dependent protein catabolic process	6	393	170	28362	0.034	0.5	// AT5G27420 // AT3G12920 // AT5G20910 // AT5G45110 // AT3G48360 // AT4G03510 
GO:0009791	P	post-embryonic development	31	393	1576	28362	0.034	0.5	// AT5G56860 // AT2G13790 // AT1G25560 // AT4G33980 // AT1G09970 // AT2G01280 // AT5G42900 // AT2G30140 // AT1G49320 // AT5G01550 // AT2G29090 // AT3G06430 // AT3G18830 // AT1G21390 // AT5G06760 // AT2G01290 // AT5G60800 // AT2G31880 // AT5G40010 // AT5G57710 // AT5G13200 // AT1G20450 // AT5G01540 // AT2G19450 // AT1G68050 // AT1G01470 // AT2G17040 // AT2G46400 // AT4G34220 // AT4G34710 // AT3G06500 
GO:0010498	P	proteasomal protein catabolic process	6	393	172	28362	0.036	0.53	// AT5G27420 // AT3G12920 // AT5G20910 // AT5G45110 // AT3G48360 // AT4G03510 
GO:0007167	P	enzyme linked receptor protein signaling pathway	5	393	130	28362	0.038	0.55	// AT1G64210 // AT4G34220 // AT3G47570 // AT2G31880 // AT1G09970 
GO:0007169	P	transmembrane receptor protein tyrosine kinase signaling pathway	5	393	130	28362	0.038	0.55	// AT1G64210 // AT4G34220 // AT3G47570 // AT2G31880 // AT1G09970 
GO:0000160	P	phosphorelay signal transduction system	7	393	225	28362	0.041	0.59	// AT5G47230 // AT4G17490 // AT1G25560 // AT1G68840 // AT3G50260 // AT1G28370 // AT1G62300 
GO:0046777	P	protein autophosphorylation	5	393	133	28362	0.041	0.59	// AT1G70520 // AT1G76040 // AT1G09970 // AT2G17290 // AT2G39660 
GO:0051239	P	regulation of multicellular organismal process	12	393	490	28362	0.045	0.63	// AT1G20450 // AT2G19450 // AT5G56860 // AT1G68050 // AT2G13790 // AT5G60800 // AT4G34220 // AT2G31880 // AT3G56400 // AT2G30140 // AT3G06500 // AT5G13200 
GO:2001141	P	regulation of RNA biosynthetic process	44	393	2445	28362	0.047	0.66	// AT5G49520 // AT5G56860 // AT1G80840 // AT2G38470 // AT1G25560 // AT2G30250 // AT4G00050 // AT1G68840 // AT2G01280 // AT4G29190 // AT1G28370 // AT5G46350 // AT1G27730 // AT2G24500 // AT2G40140 // AT3G48360 // AT3G23250 // AT4G36990 // AT4G31550 // AT3G06620 // AT2G46400 // AT1G71080 // AT1G62300 // AT5G23280 // AT5G47230 // AT4G01540 // AT4G01250 // AT3G56400 // AT3G55980 // AT5G57710 // AT3G58070 // AT1G42990 // AT4G31800 // AT4G17490 // AT1G68050 // AT2G17040 // AT3G02550 // AT3G15500 // AT3G50260 // AT5G05410 // AT1G68520 // AT2G41940 // AT1G18570 // AT4G18880 
GO:0006355	P	regulation of transcription, DNA-templated	44	393	2443	28362	0.047	0.66	// AT5G49520 // AT5G56860 // AT1G80840 // AT2G38470 // AT1G25560 // AT2G30250 // AT4G00050 // AT1G68840 // AT2G01280 // AT4G29190 // AT1G28370 // AT5G46350 // AT1G27730 // AT2G24500 // AT2G40140 // AT3G48360 // AT3G23250 // AT4G36990 // AT4G31550 // AT3G06620 // AT2G46400 // AT1G71080 // AT1G62300 // AT5G23280 // AT5G47230 // AT4G01540 // AT4G01250 // AT3G56400 // AT3G55980 // AT5G57710 // AT3G58070 // AT1G42990 // AT4G31800 // AT4G17490 // AT1G68050 // AT2G17040 // AT3G02550 // AT3G15500 // AT3G50260 // AT5G05410 // AT1G68520 // AT2G41940 // AT1G18570 // AT4G18880 
GO:1903506	P	regulation of nucleic acid-templated transcription	44	393	2445	28362	0.047	0.66	// AT5G49520 // AT5G56860 // AT1G80840 // AT2G38470 // AT1G25560 // AT2G30250 // AT4G00050 // AT1G68840 // AT2G01280 // AT4G29190 // AT1G28370 // AT5G46350 // AT1G27730 // AT2G24500 // AT2G40140 // AT3G48360 // AT3G23250 // AT4G36990 // AT4G31550 // AT3G06620 // AT2G46400 // AT1G71080 // AT1G62300 // AT5G23280 // AT5G47230 // AT4G01540 // AT4G01250 // AT3G56400 // AT3G55980 // AT5G57710 // AT3G58070 // AT1G42990 // AT4G31800 // AT4G17490 // AT1G68050 // AT2G17040 // AT3G02550 // AT3G15500 // AT3G50260 // AT5G05410 // AT1G68520 // AT2G41940 // AT1G18570 // AT4G18880 
GO:0055085	P	transmembrane transport	15	393	667	28362	0.049	0.68	// AT3G22910 // AT4G35180 // AT4G22200 // AT2G17290 // AT5G02120 // AT2G39210 // AT4G24570 // AT5G13490 // AT1G12950 // AT3G13080 // AT3G13100 // AT5G60660 // AT1G15520 // AT2G36830 // AT2G38290 
GO:0071407	P	cellular response to organic cyclic compound	6	393	187	28362	0.05	0.69	// AT3G52400 // AT2G13790 // AT3G48090 // AT3G11820 // AT3G56400 // AT3G50930 
GO:0048519	P	negative regulation of biological process	18	393	848	28362	0.053	0.72	// AT5G56860 // AT1G68840 // AT1G74710 // AT1G80840 // AT1G27730 // AT1G80820 // AT3G52400 // AT3G61190 // AT2G13790 // AT5G60800 // AT1G51800 // AT5G20910 // AT3G11820 // AT2G31880 // AT3G56400 // AT4G36990 // AT5G13190 // AT1G62300 
GO:0019438	P	aromatic compound biosynthetic process	53	393	3058	28362	0.055	0.74	// AT5G49520 // AT5G56860 // AT1G80840 // AT2G38470 // AT1G25560 // AT5G26030 // AT4G00050 // AT3G55630 // AT1G68840 // AT3G13650 // AT2G01280 // AT4G29190 // AT4G18880 // AT1G28370 // AT5G46350 // AT1G27730 // AT2G24500 // AT2G40140 // AT3G48360 // AT1G67980 // AT3G23250 // AT4G36990 // AT4G31550 // AT3G06620 // AT2G46400 // AT1G80820 // AT5G13630 // AT5G23280 // AT5G47230 // AT4G01540 // AT5G57220 // AT1G79680 // AT4G01250 // AT1G71080 // AT3G56400 // AT3G55980 // AT5G57710 // AT3G58070 // AT2G30250 // AT1G42990 // AT4G31800 // AT4G17490 // AT1G68050 // AT2G17040 // AT2G30770 // AT3G02550 // AT3G15500 // AT3G50260 // AT5G05410 // AT1G68520 // AT2G41940 // AT1G18570 // AT1G62300 
GO:0051252	P	regulation of RNA metabolic process	44	393	2474	28362	0.055	0.74	// AT5G49520 // AT5G56860 // AT1G80840 // AT2G38470 // AT1G25560 // AT2G30250 // AT4G00050 // AT1G68840 // AT2G01280 // AT4G29190 // AT1G28370 // AT5G46350 // AT1G27730 // AT2G24500 // AT2G40140 // AT3G48360 // AT3G23250 // AT4G36990 // AT4G31550 // AT3G06620 // AT2G46400 // AT1G71080 // AT1G62300 // AT5G23280 // AT5G47230 // AT4G01540 // AT4G01250 // AT3G56400 // AT3G55980 // AT5G57710 // AT3G58070 // AT1G42990 // AT4G31800 // AT4G17490 // AT1G68050 // AT2G17040 // AT3G02550 // AT3G15500 // AT3G50260 // AT5G05410 // AT1G68520 // AT2G41940 // AT1G18570 // AT4G18880 
GO:0009733	P	response to auxin	10	393	407	28362	0.062	0.83	// AT4G11280 // AT2G47000 // AT4G38860 // AT2G21210 // AT1G72430 // AT3G23250 // AT1G18570 // AT4G38840 // AT3G48360 // AT4G34760 
GO:0009909	P	regulation of flower development	5	393	150	28362	0.062	0.83	// AT5G56860 // AT5G60800 // AT1G68050 // AT2G31880 // AT2G30140 
GO:0048366	P	leaf development	9	393	356	28362	0.065	0.86	// AT5G02410 // AT2G17040 // AT4G01540 // AT2G39200 // AT2G13790 // AT4G01250 // AT3G56400 // AT4G02380 // AT2G35980 
GO:0044802	P	single-organism membrane organization	5	393	153	28362	0.066	0.88	// AT3G52400 // AT3G11820 // AT5G13490 // AT2G33110 // AT1G08560 
GO:0008152	P	metabolic process	182	393	12035	28362	0.068	0.9	// AT5G49520 // AT5G49730 // AT1G80840 // AT4G03210 // AT5G02410 // AT1G72200 // AT1G70740 // AT3G13650 // AT4G12720 // AT2G30770 // AT5G46350 // AT2G24500 // AT2G36790 // AT5G01550 // AT1G66160 // AT2G15490 // AT2G17040 // AT5G43580 // AT3G48090 // AT3G18930 // AT5G02120 // AT3G01840 // AT3G58070 // AT3G05500 // AT3G06430 // AT3G46280 // AT5G23280 // AT5G06310 // AT5G59490 // AT2G41730 // AT3G50760 // AT1G78100 // AT2G01290 // AT3G28340 // AT4G03510 // AT5G27420 // AT5G01540 // AT3G60140 // AT5G67400 // AT2G47590 // AT4G26850 // AT3G13790 // AT4G33920 // AT3G50260 // AT3G26350 // AT1G66880 // AT1G18570 // AT2G31865 // AT3G26210 // AT4G11280 // AT2G35930 // AT1G01560 // AT2G24850 // AT5G16910 // AT1G07160 // AT3G01190 // AT2G01280 // AT5G35735 // AT2G20960 // AT4G20450 // AT4G01540 // AT3G57550 // AT1G67980 // AT1G14540 // AT4G37370 // AT4G36990 // AT2G30210 // AT1G65610 // AT4G39830 // AT2G15480 // AT4G20830 // AT4G23210 // AT5G57220 // AT5G45110 // AT1G79680 // AT1G17190 // AT4G15530 // AT3G25780 // AT3G62760 // AT4G21380 // AT3G11840 // AT2G19450 // AT1G78240 // AT2G13790 // AT2G31880 // AT5G03760 // AT4G34710 // AT1G70520 // AT2G01180 // AT1G69930 // AT1G71080 // AT5G56860 // AT1G25560 // AT5G26030 // AT5G16370 // AT3G19010 // AT3G63170 // AT5G43420 // AT3G26060 // AT2G30140 // AT4G29190 // AT2G26560 // AT2G38470 // AT1G74710 // AT4G21390 // AT3G12920 // AT4G10120 // AT2G40140 // AT3G61390 // AT3G47570 // AT4G00050 // AT1G02930 // AT5G13630 // AT2G30250 // AT5G47230 // AT3G55630 // AT4G04540 // AT1G22280 // AT2G03760 // AT5G61440 // AT4G25240 // AT5G57710 // AT1G64210 // AT1G42990 // AT4G31550 // AT2G24240 // AT3G06620 // AT1G24140 // AT1G80820 // AT3G02550 // AT2G46400 // AT4G22470 // AT3G15500 // AT3G23250 // AT2G39660 // AT5G03140 // AT1G11860 // AT3G06500 // AT3G54150 // AT4G20860 // AT2G17290 // AT2G16900 // AT2G37710 // AT2G30550 // AT1G09970 // AT5G20910 // AT2G42360 // AT1G28370 // AT3G57760 // AT2G41940 // AT1G27730 // AT3G48360 // AT2G29090 // AT1G45201 // AT3G25610 // AT4G18880 // AT1G60840 // AT1G62300 // AT5G25930 // AT1G68840 // AT5G39580 // AT5G26340 // AT1G51800 // AT4G01250 // AT1G29690 // AT5G51070 // AT3G56400 // AT1G76040 // AT3G55980 // AT4G22710 // AT1G30040 // AT5G43450 // AT4G31800 // AT4G17490 // AT5G43190 // AT1G68050 // AT4G25820 // AT4G34220 // AT5G05410 // AT1G68520 // AT4G26200 // AT4G11890 
