GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0006355	P	regulation of transcription, DNA-dependent	19	355	987	37767	0.0031	0.047	// AT1G42990 // AT5G47220 // AT1G80840 // AT1G74930 // AT4G17490 // AT5G67300 // AT2G34720 // AT4G37260 // AT4G39780 // AT2G35530 // AT1G22190 // AT3G62420 // AT4G23050 // AT1G75490 // AT5G49450 // AT4G32800 // AT2G04880 // AT3G15210 // AT2G38470 
GO:0051252	P	regulation of RNA metabolic process	19	355	996	37767	0.0034	0.051	// AT1G42990 // AT5G47220 // AT1G80840 // AT1G74930 // AT4G17490 // AT5G67300 // AT2G34720 // AT4G37260 // AT4G39780 // AT2G35530 // AT1G22190 // AT3G62420 // AT4G23050 // AT1G75490 // AT5G49450 // AT4G32800 // AT2G04880 // AT3G15210 // AT2G38470 
GO:0050832	P	defense response to fungus	5	355	108	37767	0.0042	0.062	// AT3G52400 // AT1G80840 // AT2G38470 // AT2G30020 // AT1G59870 
GO:0006350	P	transcription	30	355	1923	37767	0.0053	0.072	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT1G51700 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0006351	P	transcription, DNA-dependent	19	355	1039	37767	0.0053	0.072	// AT1G42990 // AT5G47220 // AT1G80840 // AT1G74930 // AT4G17490 // AT5G67300 // AT2G34720 // AT4G37260 // AT4G39780 // AT2G35530 // AT1G22190 // AT3G62420 // AT4G23050 // AT1G75490 // AT5G49450 // AT4G32800 // AT2G04880 // AT3G15210 // AT2G38470 
GO:0032774	P	RNA biosynthetic process	19	355	1040	37767	0.0053	0.072	// AT1G42990 // AT5G47220 // AT1G80840 // AT1G74930 // AT4G17490 // AT5G67300 // AT2G34720 // AT4G37260 // AT4G39780 // AT2G35530 // AT1G22190 // AT3G62420 // AT4G23050 // AT1G75490 // AT5G49450 // AT4G32800 // AT2G04880 // AT3G15210 // AT2G38470 
GO:0042221	P	response to chemical stimulus	32	355	2085	37767	0.0051	0.072	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT5G26240 // AT5G47220 // AT1G51700 // AT2G04880 // AT1G59870 // AT4G24210 // AT2G46830 // AT5G59450 // AT4G18880 // AT3G28910 // AT4G34760 // AT3G46970 // AT5G20230 // AT5G64660 // AT5G54510 // AT5G52050 // AT3G15210 // AT1G42990 // AT4G17490 // AT5G43700 // AT3G52400 // AT5G54490 // AT4G34770 // AT5G67300 // AT3G05200 // AT1G75490 // AT1G72650 // AT4G37260 
GO:0048522	P	positive regulation of cellular process	6	355	163	37767	0.0052	0.072	// AT5G47220 // AT4G24210 // AT3G08730 // AT3G57300 // AT2G34150 // AT2G04880 
GO:0010035	P	response to inorganic substance	8	355	279	37767	0.0058	0.076	// AT5G62470 // AT4G38620 // AT5G26240 // AT2G46830 // AT5G67300 // AT1G72650 // AT3G28910 // AT4G37260 
GO:0051716	P	cellular response to stimulus	16	355	840	37767	0.007	0.091	// AT1G42990 // AT5G47220 // AT4G24210 // AT4G17490 // AT1G28380 // AT3G52400 // AT3G48190 // AT2G46790 // AT3G13782 // AT3G57300 // AT5G44750 // AT5G54510 // AT2G04880 // AT3G15210 // AT3G28910 // AT1G59870 
GO:0044249	P	cellular biosynthetic process	63	355	4925	37767	0.0072	0.092	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT1G23870 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT2G34520 // AT4G38960 // AT5G53010 // AT2G04880 // AT5G67510 // AT5G04760 // AT4G37660 // AT4G32800 // AT5G27770 // AT5G67300 // AT5G43630 // AT5G40850 // AT1G22190 // AT2G35530 // AT1G57660 // AT5G59450 // AT3G11400 // AT4G23050 // AT5G52650 // AT4G00040 // AT1G29900 // AT3G62420 // AT1G37130 // AT1G07770 // AT3G28910 // AT1G68920 // AT4G17490 // AT1G08360 // AT5G47220 // AT2G15090 // AT4G09800 // AT4G02120 // AT3G57300 // AT3G02080 // AT3G53430 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT1G77760 // AT5G27850 // AT1G74930 // AT5G43700 // AT2G34720 // AT3G53570 // AT3G04400 // AT2G33370 // AT1G51700 // AT4G39780 // AT1G75490 // AT5G49450 // AT3G24830 // AT1G72520 // AT4G37260 
GO:0006807	P	nitrogen compound metabolic process	51	355	3826	37767	0.0075	0.094	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT3G19670 // AT1G51700 // AT3G48190 // AT4G38960 // AT5G53010 // AT1G68920 // AT2G35530 // AT4G02120 // AT1G59870 // AT4G24740 // AT2G04880 // AT4G32800 // AT1G07350 // AT5G67300 // AT5G43630 // AT5G40850 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G29900 // AT2G47420 // AT2G19870 // AT5G44750 // AT5G04760 // AT1G08360 // AT5G47220 // AT1G60900 // AT3G57300 // AT3G47348 // AT3G13782 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT1G77760 // AT1G37130 // AT4G25280 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G15510 // AT1G75490 // AT5G49450 // AT4G17490 // AT4G37260 
GO:0048518	P	positive regulation of biological process	7	355	259	37767	0.013	0.16	// AT5G47220 // AT4G24210 // AT3G08730 // AT3G57300 // AT2G34150 // AT2G04880 // AT3G15210 
GO:0009628	P	response to abiotic stimulus	23	355	1471	37767	0.013	0.16	// AT5G62470 // AT4G38620 // AT2G38470 // AT3G08730 // AT3G48190 // AT2G46790 // AT5G67300 // AT5G44750 // AT1G60490 // AT4G34150 // AT2G39730 // AT3G28910 // AT3G46970 // AT5G20230 // AT1G55450 // AT1G28380 // AT1G77760 // AT1G37130 // AT2G46830 // AT1G10940 // AT4G37260 // AT1G72650 // AT2G37190 
GO:0007165	P	signal transduction	20	355	1228	37767	0.014	0.17	// AT1G15240 // AT1G63860 // AT4G24210 // AT5G25510 // AT1G72940 // AT4G17490 // AT1G03930 // AT3G52400 // AT5G11250 // AT5G47220 // AT2G46790 // AT1G66090 // AT1G33610 // AT2G39280 // AT4G34870 // AT4G23050 // AT5G54510 // AT4G19520 // AT2G04880 // AT3G15210 
GO:0044238	P	primary metabolic process	103	355	8995	37767	0.014	0.17	// AT4G21326 // AT1G80840 // AT5G60670 // AT3G55750 // AT1G67470 // AT2G45920 // AT4G24740 // AT3G19670 // AT3G14240 // AT3G13782 // AT1G07350 // AT3G11400 // AT1G51700 // AT4G37250 // AT2G47420 // AT3G24715 // AT4G12570 // AT4G00040 // AT4G09800 // AT3G57300 // AT1G02660 // AT3G56300 // AT4G25280 // AT5G43700 // AT3G53570 // AT4G39780 // AT3G47800 // AT1G13350 // AT3G24830 // AT1G72520 // AT4G37260 // AT5G62470 // AT4G17910 // AT5G18640 // AT2G34520 // AT4G37660 // AT5G43630 // AT3G53810 // AT2G35530 // AT5G48380 // AT3G62420 // AT1G07770 // AT2G19870 // AT1G68920 // AT1G03920 // AT1G08360 // AT1G22190 // AT4G05460 // AT2G41790 // AT5G37690 // AT1G47250 // AT4G34870 // AT5G47220 // AT4G38620 // AT1G23870 // AT1G16130 // AT3G48190 // AT5G53010 // AT1G73170 // AT2G04880 // AT1G59870 // AT5G44750 // AT4G32800 // AT5G67300 // AT5G25270 // AT4G23050 // AT1G29900 // AT3G28910 // AT4G02120 // AT3G02080 // AT3G53430 // AT3G15210 // AT1G42990 // AT3G04400 // AT2G33370 // AT2G15090 // AT1G75490 // AT5G48740 // AT5G49770 // AT4G11240 // AT2G38470 // AT3G08730 // AT4G38960 // AT4G32300 // AT5G67510 // AT5G27770 // AT2G39840 // AT1G53780 // AT1G74930 // AT1G57660 // AT5G59450 // AT5G52650 // AT1G66180 // AT5G04760 // AT1G60900 // AT1G70450 // AT3G47348 // AT5G27850 // AT4G17490 // AT2G34720 // AT1G63650 // AT1G15510 // AT5G49450 
GO:0033554	P	cellular response to stress	9	355	399	37767	0.015	0.17	// AT1G42990 // AT5G44750 // AT1G28380 // AT3G52400 // AT3G48190 // AT3G13782 // AT3G57300 // AT3G28910 // AT1G59870 
GO:0009058	P	biosynthetic process	63	355	5118	37767	0.016	0.18	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT1G23870 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT2G34520 // AT4G38960 // AT5G53010 // AT2G04880 // AT5G67510 // AT5G04760 // AT4G37660 // AT4G32800 // AT5G27770 // AT5G67300 // AT5G43630 // AT5G40850 // AT1G22190 // AT2G35530 // AT1G57660 // AT5G59450 // AT3G11400 // AT4G23050 // AT5G52650 // AT4G00040 // AT1G29900 // AT3G62420 // AT1G37130 // AT1G07770 // AT3G28910 // AT1G68920 // AT4G17490 // AT1G08360 // AT5G47220 // AT2G15090 // AT4G09800 // AT4G02120 // AT3G57300 // AT3G02080 // AT3G53430 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT1G77760 // AT5G27850 // AT1G74930 // AT5G43700 // AT2G34720 // AT3G53570 // AT3G04400 // AT2G33370 // AT1G51700 // AT4G39780 // AT1G75490 // AT5G49450 // AT3G24830 // AT1G72520 // AT4G37260 
GO:0044237	P	cellular metabolic process	100	355	8722	37767	0.016	0.18	// AT1G80840 // AT5G60670 // AT3G55750 // AT1G67470 // AT2G45920 // AT4G24740 // AT3G19670 // AT3G13782 // AT1G07350 // AT3G11400 // AT1G51700 // AT4G37250 // AT2G47420 // AT3G24715 // AT4G12570 // AT4G00040 // AT4G09800 // AT3G57300 // AT3G56300 // AT5G43700 // AT4G25280 // AT3G53570 // AT4G39780 // AT3G47800 // AT1G13350 // AT3G24830 // AT1G72520 // AT4G37260 // AT5G62470 // AT4G17910 // AT2G34520 // AT4G37660 // AT5G43630 // AT3G53810 // AT2G35530 // AT2G46505 // AT5G48380 // AT3G62420 // AT1G07770 // AT2G19870 // AT1G68920 // AT1G03920 // AT1G08360 // AT1G22190 // AT4G05460 // AT1G47250 // AT4G34870 // AT5G47220 // AT4G38620 // AT1G23870 // AT1G16130 // AT3G48190 // AT5G53010 // AT2G04880 // AT1G59870 // AT5G44750 // AT1G60490 // AT4G32800 // AT5G67300 // AT5G25270 // AT4G23050 // AT1G29900 // AT3G28910 // AT4G02120 // AT3G02080 // AT3G53430 // AT3G15210 // AT1G42990 // AT4G17490 // AT3G04400 // AT2G33370 // AT2G15090 // AT1G75490 // AT5G48740 // AT5G49770 // AT4G11240 // AT2G38470 // AT3G08730 // AT4G38960 // AT4G32300 // AT5G67510 // AT5G27770 // AT2G39840 // AT5G40850 // AT1G74930 // AT1G57660 // AT5G59450 // AT5G52650 // AT5G04760 // AT1G60900 // AT1G70450 // AT1G28380 // AT3G47348 // AT1G77760 // AT5G27850 // AT1G37130 // AT2G34720 // AT1G63650 // AT1G15510 // AT5G49450 
GO:0051704	P	multi-organism process	14	355	776	37767	0.017	0.19	// AT5G47220 // AT1G80840 // AT2G38470 // AT4G15760 // AT5G06320 // AT3G52400 // AT3G44670 // AT2G30020 // AT3G28740 // AT1G37130 // AT3G10985 // AT3G15210 // AT3G28910 // AT1G59870 
GO:0006915	P	apoptosis	5	355	159	37767	0.019	0.21	// AT1G63860 // AT5G11250 // AT4G19520 // AT4G19060 // AT1G66090 
GO:0051641	P	cellular localization	11	355	569	37767	0.021	0.23	// AT1G09070 // AT3G52400 // AT5G43970 // AT1G75850 // AT1G02010 // AT3G58160 // AT5G58430 // AT4G24570 // AT3G14090 // AT2G46520 // AT1G59870 
GO:0042254	P	ribosome biogenesis	6	355	241	37767	0.029	0.31	// AT5G60670 // AT3G55750 // AT3G47348 // AT3G53430 // AT2G47420 // AT2G37190 
GO:0051649	P	establishment of localization in cell	10	355	525	37767	0.03	0.31	// AT1G09070 // AT3G52400 // AT5G43970 // AT1G75850 // AT1G02010 // AT3G58160 // AT5G58430 // AT4G24570 // AT3G14090 // AT2G46520 
GO:0019538	P	protein metabolic process	49	355	4009	37767	0.036	0.36	// AT1G53780 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT1G03920 // AT3G14240 // AT2G34520 // AT4G11240 // AT4G32300 // AT1G73170 // AT1G67470 // AT2G45920 // AT4G37660 // AT2G41790 // AT5G27770 // AT2G39840 // AT4G21326 // AT5G25270 // AT1G16130 // AT3G53810 // AT5G67510 // AT1G57660 // AT5G48380 // AT3G11400 // AT4G23050 // AT5G52650 // AT1G66180 // AT4G37250 // AT1G07770 // AT3G24715 // AT4G12570 // AT1G08360 // AT4G09800 // AT4G05460 // AT3G02080 // AT3G53430 // AT3G56300 // AT1G70450 // AT5G27850 // AT5G43700 // AT1G47250 // AT3G04400 // AT2G33370 // AT4G34870 // AT1G13350 // AT3G24830 // AT5G48740 // AT5G49770 
GO:0022613	P	ribonucleoprotein complex biogenesis	6	355	253	37767	0.035	0.36	// AT5G60670 // AT3G55750 // AT3G47348 // AT3G53430 // AT2G47420 // AT2G37190 
GO:0006412	P	translation	21	355	1445	37767	0.035	0.36	// AT4G37660 // AT5G27850 // AT5G27770 // AT1G08360 // AT3G08730 // AT5G60670 // AT3G55750 // AT5G43700 // AT4G09800 // AT2G33370 // AT1G57660 // AT2G34520 // AT3G11400 // AT3G04400 // AT5G52650 // AT3G53430 // AT3G02080 // AT3G24830 // AT3G56300 // AT1G07770 // AT5G67510 
GO:0043412	P	macromolecule modification	23	355	1636	37767	0.039	0.39	// AT1G16130 // AT3G08730 // AT1G03920 // AT4G11240 // AT4G32300 // AT1G67470 // AT2G45920 // AT2G39840 // AT5G25270 // AT4G17910 // AT3G53810 // AT5G48380 // AT4G23050 // AT4G37250 // AT2G47420 // AT3G24715 // AT4G12570 // AT1G70450 // AT3G47348 // AT1G15510 // AT1G13350 // AT5G48740 // AT5G49770 
GO:0009611	P	response to wounding	5	355	197	37767	0.041	0.41	// AT5G20230 // AT1G80840 // AT2G30020 // AT1G72520 // AT1G74930 
GO:0044267	P	cellular protein metabolic process	43	355	3487	37767	0.042	0.41	// AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT1G03920 // AT2G34520 // AT4G11240 // AT4G32300 // AT1G67470 // AT5G67510 // AT2G45920 // AT4G37660 // AT5G27770 // AT2G39840 // AT5G25270 // AT1G16130 // AT3G53810 // AT1G57660 // AT5G48380 // AT3G11400 // AT4G23050 // AT5G52650 // AT4G37250 // AT1G07770 // AT3G24715 // AT4G12570 // AT1G08360 // AT4G09800 // AT4G05460 // AT3G02080 // AT3G53430 // AT3G56300 // AT1G70450 // AT5G27850 // AT5G43700 // AT1G47250 // AT3G04400 // AT2G33370 // AT4G34870 // AT1G13350 // AT3G24830 // AT5G48740 // AT5G49770 
GO:0009719	P	response to endogenous stimulus	16	355	1068	37767	0.049	0.47	// AT5G62470 // AT4G24210 // AT4G17490 // AT5G43700 // AT5G47220 // AT2G46830 // AT3G52400 // AT5G54490 // AT4G38620 // AT4G34770 // AT5G67300 // AT5G54510 // AT4G37260 // AT3G15210 // AT3G28910 // AT4G34760 
GO:0009725	P	response to hormone stimulus	15	355	982	37767	0.048	0.47	// AT5G62470 // AT4G24210 // AT4G17490 // AT5G43700 // AT5G47220 // AT2G46830 // AT5G54490 // AT4G38620 // AT4G34770 // AT5G67300 // AT5G54510 // AT4G37260 // AT3G15210 // AT3G28910 // AT4G34760 
GO:0042592	P	homeostatic process	5	355	216	37767	0.057	0.53	// AT3G61010 // AT3G06730 // AT3G48190 // AT5G26240 // AT5G54510 
GO:0030001	P	metal ion transport	5	355	224	37767	0.064	0.6	// AT3G61010 // AT5G53010 // AT5G20230 // AT2G24240 // AT1G59870 
GO:0070887	P	cellular response to chemical stimulus	8	355	452	37767	0.068	0.61	// AT1G42990 // AT5G47220 // AT4G24210 // AT4G17490 // AT3G52400 // AT5G54510 // AT2G04880 // AT3G15210 
GO:0006468	P	protein amino acid phosphorylation	14	355	946	37767	0.067	0.61	// AT4G37250 // AT1G03920 // AT1G16130 // AT3G08730 // AT3G53810 // AT5G49770 // AT1G70450 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT1G67470 // AT5G48740 // AT3G24715 
GO:0006464	P	protein modification process	20	355	1474	37767	0.068	0.61	// AT4G11240 // AT4G37250 // AT4G12570 // AT1G16130 // AT3G08730 // AT5G25270 // AT4G17910 // AT1G03920 // AT3G24715 // AT1G70450 // AT3G53810 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT2G39840 // AT1G67470 // AT5G48740 // AT5G49770 // AT2G45920 
GO:0006396	P	RNA processing	8	355	453	37767	0.068	0.61	// AT2G19870 // AT4G24740 // AT3G19670 // AT1G08360 // AT1G60900 // AT1G07350 // AT3G47348 // AT2G47420 
GO:0009737	P	response to abscisic acid stimulus	7	355	378	37767	0.07	0.62	// AT5G62470 // AT4G38620 // AT2G46830 // AT5G67300 // AT3G15210 // AT3G28910 // AT4G37260 
GO:0048523	P	negative regulation of cellular process	5	355	234	37767	0.074	0.64	// AT3G52400 // AT4G38620 // AT2G29890 // AT3G15210 // AT2G34720 
GO:0033036	P	macromolecule localization	8	355	462	37767	0.075	0.64	// AT1G28380 // AT3G52400 // AT5G43970 // AT1G75850 // AT1G02010 // AT1G09070 // AT2G46520 // AT1G59870 
GO:0043687	P	post-translational protein modification	17	355	1248	37767	0.085	0.73	// AT4G11240 // AT4G37250 // AT1G03920 // AT1G16130 // AT3G08730 // AT2G39840 // AT3G53810 // AT5G49770 // AT1G70450 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT1G67470 // AT5G48740 // AT3G24715 // AT2G45920 
GO:0006796	P	phosphate metabolic process	16	355	1178	37767	0.095	0.79	// AT4G37250 // AT1G03920 // AT1G16130 // AT3G08730 // AT2G39840 // AT3G53810 // AT5G49770 // AT1G70450 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT1G67470 // AT5G48740 // AT3G24715 // AT4G11240 
GO:0044085	P	cellular component biogenesis	9	355	571	37767	0.095	0.79	// AT5G60670 // AT3G55750 // AT2G29890 // AT3G13782 // AT3G47348 // AT3G53430 // AT2G47420 // AT2G46520 // AT2G37190 
GO:0006793	P	phosphorus metabolic process	16	355	1179	37767	0.095	0.79	// AT4G37250 // AT1G03920 // AT1G16130 // AT3G08730 // AT2G39840 // AT3G53810 // AT5G49770 // AT1G70450 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT1G67470 // AT5G48740 // AT3G24715 // AT4G11240 
GO:0007242	P	intracellular signaling cascade	10	355	659	37767	0.098	0.8	// AT1G15240 // AT5G47220 // AT4G24210 // AT4G17490 // AT3G52400 // AT2G46790 // AT2G39280 // AT5G54510 // AT2G04880 // AT3G15210 
GO:0008152	P	metabolic process	111	355	10614	37767	0.1	0.85	// AT4G21326 // AT1G80840 // AT5G60670 // AT3G55750 // AT1G67470 // AT2G45920 // AT4G24740 // AT3G19670 // AT5G40850 // AT3G13782 // AT1G07350 // AT3G11400 // AT1G51700 // AT4G37250 // AT2G47420 // AT3G24715 // AT4G12570 // AT4G00040 // AT4G09800 // AT3G57300 // AT1G02660 // AT3G56300 // AT5G43700 // AT4G25280 // AT3G53570 // AT4G39780 // AT3G47800 // AT1G13350 // AT3G24830 // AT1G72520 // AT4G37260 // AT5G62470 // AT4G17910 // AT5G18640 // AT2G34520 // AT4G37660 // AT5G43630 // AT3G53810 // AT2G35530 // AT2G46505 // AT5G48380 // AT3G62420 // AT1G07770 // AT2G19870 // AT1G68920 // AT1G03920 // AT1G08360 // AT1G22190 // AT4G05460 // AT2G41790 // AT5G37690 // AT1G47250 // AT4G34870 // AT5G47220 // AT4G38620 // AT1G23870 // AT1G16130 // AT3G48190 // AT3G14240 // AT5G53010 // AT1G73170 // AT2G04880 // AT1G59870 // AT5G44750 // AT1G60490 // AT4G32800 // AT5G67300 // AT5G25270 // AT4G23050 // AT1G29900 // AT3G28910 // AT3G26780 // AT4G02120 // AT3G02080 // AT3G53430 // AT3G15210 // AT1G42990 // AT4G17490 // AT3G04400 // AT2G33370 // AT2G15090 // AT1G75490 // AT5G48740 // AT5G49770 // AT4G11240 // AT2G38470 // AT3G08730 // AT4G38960 // AT4G32300 // AT5G67510 // AT5G27770 // AT2G39840 // AT1G53780 // AT1G74930 // AT1G57660 // AT5G59450 // AT5G52650 // AT1G66180 // AT2G19930 // AT5G04760 // AT1G60900 // AT1G70450 // AT1G28380 // AT3G47348 // AT1G77760 // AT5G27850 // AT1G37130 // AT2G34720 // AT1G63650 // AT1G15510 // AT5G49450 
GO:0070727	P	cellular macromolecule localization	6	355	341	37767	0.11	0.86	// AT3G52400 // AT5G43970 // AT1G75850 // AT2G46520 // AT1G09070 // AT1G59870 
GO:0008104	P	protein localization	6	355	408	37767	0.19	1	// AT3G52400 // AT5G43970 // AT1G75850 // AT1G02010 // AT2G46520 // AT1G09070 
GO:0009755	P	hormone-mediated signaling pathway	5	355	321	37767	0.19	1	// AT5G47220 // AT4G24210 // AT3G15210 // AT4G17490 // AT5G54510 
GO:0000003	P	reproduction	7	355	1186	37767	0.93	1	// AT4G24210 // AT2G46830 // AT3G48190 // AT3G04400 // AT5G03800 // AT5G49450 // AT2G14680 
GO:0048513	P	organ development	5	355	838	37767	0.9	1	// AT4G13395 // AT2G34720 // AT1G63650 // AT5G49450 // AT2G28890 
GO:0016310	P	phosphorylation	14	355	1079	37767	0.14	1	// AT4G37250 // AT1G03920 // AT1G16130 // AT3G08730 // AT3G53810 // AT5G49770 // AT1G70450 // AT5G48380 // AT4G23050 // AT4G32300 // AT1G13350 // AT1G67470 // AT5G48740 // AT3G24715 
GO:0048519	P	negative regulation of biological process	7	355	442	37767	0.13	1	// AT4G38620 // AT2G19930 // AT3G52400 // AT2G29890 // AT2G34720 // AT3G15210 // AT1G59870 
GO:0003006	P	reproductive developmental process	6	355	978	37767	0.9	1	// AT4G24210 // AT2G46830 // AT3G04400 // AT5G03800 // AT5G49450 // AT2G14680 
GO:0043436	P	oxoacid metabolic process	6	355	859	37767	0.82	1	// AT1G28380 // AT2G15090 // AT3G28910 // AT1G29900 // AT3G56300 // AT1G72520 
GO:0046483	P	heterocycle metabolic process	5	355	460	37767	0.44	1	// AT2G38470 // AT4G02120 // AT5G53010 // AT5G40850 // AT1G59870 
GO:0009605	P	response to external stimulus	5	355	429	37767	0.38	1	// AT5G20230 // AT1G80840 // AT2G30020 // AT1G72520 // AT1G74930 
GO:0006886	P	intracellular protein transport	5	355	311	37767	0.17	1	// AT3G52400 // AT1G09070 // AT5G43970 // AT2G46520 // AT1G75850 
GO:0016043	P	cellular component organization	12	355	1179	37767	0.43	1	// AT1G60490 // AT5G26240 // AT3G52400 // AT2G29890 // AT3G48190 // AT5G43970 // AT3G13782 // AT1G15510 // AT5G58160 // AT2G34150 // AT5G54510 // AT2G46520 
GO:0065008	P	regulation of biological quality	6	355	665	37767	0.6	1	// AT5G26240 // AT3G06730 // AT3G48190 // AT2G29890 // AT5G54510 // AT3G61010 
GO:0034613	P	cellular protein localization	5	355	322	37767	0.19	1	// AT3G52400 // AT1G09070 // AT5G43970 // AT2G46520 // AT1G75850 
GO:0006629	P	lipid metabolic process	7	355	841	37767	0.68	1	// AT4G17910 // AT1G02660 // AT2G15090 // AT3G28910 // AT5G18640 // AT1G72520 // AT5G37690 
GO:0006812	P	cation transport	5	355	357	37767	0.25	1	// AT3G61010 // AT5G53010 // AT5G20230 // AT2G24240 // AT1G59870 
GO:0006811	P	ion transport	5	355	427	37767	0.38	1	// AT3G61010 // AT5G53010 // AT5G20230 // AT2G24240 // AT1G59870 
GO:0006810	P	transport	20	355	1846	37767	0.29	1	// AT1G60490 // AT5G02180 // AT5G20230 // AT1G09070 // AT2G24240 // AT3G52400 // AT5G53010 // AT5G52050 // AT5G43970 // AT1G75850 // AT1G02010 // AT1G67300 // AT5G58430 // AT4G24570 // AT3G61010 // AT3G58160 // AT1G57990 // AT3G14090 // AT2G46520 // AT1G59870 
GO:0051234	P	establishment of localization	20	355	1851	37767	0.29	1	// AT1G60490 // AT5G02180 // AT5G20230 // AT1G09070 // AT2G24240 // AT3G52400 // AT5G53010 // AT5G52050 // AT5G43970 // AT1G75850 // AT1G02010 // AT1G67300 // AT5G58430 // AT4G24570 // AT3G61010 // AT3G58160 // AT1G57990 // AT3G14090 // AT2G46520 // AT1G59870 
GO:0044271	P	cellular nitrogen compound biosynthetic process	5	355	394	37767	0.32	1	// AT1G29900 // AT1G77760 // AT5G40850 // AT1G37130 // AT2G38470 
GO:0046907	P	intracellular transport	7	355	463	37767	0.15	1	// AT3G52400 // AT5G43970 // AT1G75850 // AT3G58160 // AT1G09070 // AT4G24570 // AT2G46520 
GO:0009314	P	response to radiation	9	355	613	37767	0.13	1	// AT5G44750 // AT4G38620 // AT1G77760 // AT5G20230 // AT1G37130 // AT2G46830 // AT3G48190 // AT2G46790 // AT2G39730 
GO:0009266	P	response to temperature stimulus	6	355	485	37767	0.31	1	// AT2G38470 // AT4G34150 // AT2G39730 // AT2G46790 // AT3G08730 // AT2G37190 
GO:0009791	P	post-embryonic development	6	355	705	37767	0.65	1	// AT4G24210 // AT2G46830 // AT3G04400 // AT5G03800 // AT5G49450 // AT2G14680 
GO:0034641	P	cellular nitrogen compound metabolic process	6	355	506	37767	0.34	1	// AT1G77760 // AT2G38470 // AT1G37130 // AT5G40850 // AT1G29900 // AT3G56300 
GO:0009416	P	response to light stimulus	8	355	596	37767	0.2	1	// AT5G44750 // AT4G38620 // AT1G77760 // AT5G20230 // AT1G37130 // AT2G46830 // AT2G46790 // AT2G39730 
GO:0006508	P	proteolysis	7	355	810	37767	0.64	1	// AT4G21326 // AT2G41790 // AT1G47250 // AT1G66180 // AT3G14240 // AT4G05460 // AT1G73170 
GO:0032502	P	developmental process	16	355	2304	37767	0.92	1	// AT4G13395 // AT1G60490 // AT4G24210 // AT3G10985 // AT5G26240 // AT2G46830 // AT2G34720 // AT3G04400 // AT1G63650 // AT2G23810 // AT5G03800 // AT2G28890 // AT5G54510 // AT5G49450 // AT1G74260 // AT2G14680 
GO:0032501	P	multicellular organismal process	13	355	2094	37767	0.96	1	// AT4G13395 // AT1G60490 // AT4G24210 // AT2G46830 // AT2G34720 // AT3G48190 // AT3G04400 // AT1G63650 // AT5G03800 // AT2G28890 // AT5G49450 // AT1G74260 // AT2G14680 
GO:0048608	P	reproductive structure development	6	355	978	37767	0.9	1	// AT4G24210 // AT2G46830 // AT3G04400 // AT5G03800 // AT5G49450 // AT2G14680 
GO:0045184	P	establishment of protein localization	6	355	381	37767	0.15	1	// AT3G52400 // AT5G43970 // AT1G75850 // AT1G02010 // AT2G46520 // AT1G09070 
GO:0032870	P	cellular response to hormone stimulus	5	355	321	37767	0.19	1	// AT5G47220 // AT4G24210 // AT3G15210 // AT4G17490 // AT5G54510 
GO:0009409	P	response to cold	5	355	328	37767	0.2	1	// AT4G34150 // AT3G08730 // AT2G37190 // AT2G38470 // AT2G39730 
GO:0042180	P	cellular ketone metabolic process	6	355	882	37767	0.84	1	// AT1G28380 // AT2G15090 // AT3G28910 // AT1G29900 // AT3G56300 // AT1G72520 
GO:0006082	P	organic acid metabolic process	6	355	860	37767	0.82	1	// AT1G28380 // AT2G15090 // AT3G28910 // AT1G29900 // AT3G56300 // AT1G72520 
